Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),School Method
Hacknoid,https://www.crunchbase.com/organization/hacknoid,"Cyber Security, Intrusion Detection, Network Security","Montevideo, NA - Uruguay, Uruguay",Hacknoid provides a computer security tool to expose cybersecurity threats and avoid their potential consequences.,"231,058",Latin America,,Active,2013-01-01,year,,,,,For Profit,https://www.hacknoid.com,https://twitter.com/hacknoidworld,,https://www.linkedin.com/company/hacknoid-security,info@hacknoid.com,(982) 410-8111,,,"Hacknoid provides a computer security tool to expose cybersecurity threats and avoid their potential consequences. Hacknoid acts proactively by detecting vulnerabilities in the IT environment, in order to prevent information leaks, identity theft, unauthorized access, manipulation of websites, and enable other doors open to intruders.",,,,,,,,,,,,,,"Information Technology, Privacy and Security",,,11-50,1,,2020-09-21,,,,Venture - Series Unknown,,,,Venture - Series Unknown,,,,,,,Start-Up Chile,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"246,954",33,,,,,,,,,,,
Seglico,https://www.crunchbase.com/organization/seglico,"Enterprise Software, Health Care, Management Consulting, Software","Montevideo, NA - Uruguay, Uruguay",Seglico is provides an occupational health and safety management software.,"231,840",Latin America,,Active,2016-01-01,year,,,,,For Profit,http://seglico.com/,https://twitter.com/seglico_cl,,,info@seglico.com,+598 99 28 21 82,,,"Seglico is provides an occupational health and safety management software. Seglico offers management software to reduce the risk of workplace accidents.  It is a prevention tool that allows managing occupational safety, according to current regulations, through reports and valuable statistics for decision makers.",,,,,,,,,,,,,,"Health Care, Professional Services, Software",,,1-10,1,Seed,2017-01-01,30000,USD,30000,Seed,30000,USD,30000,Seed,30000,USD,30000,30000,USD,30000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"247,803",,,,,,,,,,,,
Sophilabs,https://www.crunchbase.com/organization/sophilabs,"Mobile, Product Design, Software, Web Design, Web Development","Montevideo, NA - Uruguay, Uruguay",We partner with startups and world-class companies to help them grow products by delivering high-quality software.,"233,099",Latin America,$1M to $10M,Active,2012-03-27,day,,,,,For Profit,https://sophilabs.co,http://twitter.com/sophilabs,,http://www.linkedin.com/company/sophilabs,hi@sophilabs.com,929-309-9927,2,,"Sophilabs is a software design and development agency with 6+ years of experience helping startups and enterprises build innovative solutions for demanding users. They deliver on top of Python & Django, Elixir & Phoenix, React and Angular, relying on lean principles and agile practices.",,,,,,,,,,,,,,"Design, Mobile, Software",3,"Martin Prunell, Pablo Ricco, Sebastián Sassi",11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,3,"249,165",33,,,10,,,,,,,,
Bluy,https://www.crunchbase.com/organization/bluy,"Courier Service, E-Commerce, E-Commerce Platforms, Logistics","Montevideo, NA - Uruguay, Uruguay","Bluy provides a logistics platform for eCommerce that connects online businesses, couriers, and pickup centers to generate synergies.","238,130",Latin America,,Active,2016-01-01,day,,,,,For Profit,http://bluy.co,https://twitter.com/BluyInc,https://facebook.com/bluy.inc,https://www.linkedin.com/company/bluy,info@bluy.co,,,,,,,,,,,,,,,,,,"Administrative Services, Commerce and Shopping, Internet Services, Transportation",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"254,582",27,,,,,,,,,,,
Nova Ideas,https://www.crunchbase.com/organization/nova-ideas-limited,"Internet, Social Media, Software","Montevideo, NA - Uruguay, Uruguay",Nova Ideas is a mobile application that provides its users with a family and private network platform.,"239,833",Latin America,,Active,2014-04-01,month,,,,,For Profit,http://www.nestfive.com,,,,altf168@yahoo.com.hk,,,,"Nova Ideas is a mobile application that provides its users with a family and private network platform. Its functions include calendar for organizing personal and group activities, photo sharing, task set-up, and even locating member’s location. The application was launched in 2014 by [CK Chan](https://www.crunchbase.com/person/ck-chan#/entity).",,,,,,,,,,,,,,"Internet Services, Media and Entertainment, Software",1,CK Chan,1-10,1,,2014-04-23,500000,HKD,64490,Debt Financing,,,,,,,,500000,HKD,64490,CK Chan,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"256,422",2,,,,,,,,,,,
Context,https://www.crunchbase.com/organization/context-4,"Information Technology, Social Network, Software","Montevideo, NA - Uruguay, Uruguay",Context is a platform that allows users to stay in touch and learn more about your customers.,"246,809",Latin America,Less than $1M,Active,,,,,,,For Profit,http://on-lab.com/on/#projects,https://twitter.com/onlabsocial,,,on-lab@on-lab.com,+15128616598,,,Context is a platform that allows users to stay in touch and learn more about your customers.,,,,,,,,,,,,,,"Information Technology, Internet Services, Software",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"263,916",4,,,7,,,,,,,,
Farmashop,https://www.crunchbase.com/organization/farmashop,"Health Care, Medical, Pharmaceutical","Montevideo, NA - Uruguay, Uruguay",Farmashop is a pharmacy chain in Uruguay with 96 stores.,"247,818",Latin America,,Active,1998-01-01,year,2013-01-10,day,,,For Profit,https://tienda.farmashop.com.uy/,https://twitter.com/farmashopuy,https://www.facebook.com/Farmashop,https://uy.linkedin.com/company/farmashop,,,,,"Farmashop, which operates 78 pharmacies throughout the country.",,,,,,,,,,,,,,Health Care,,,,,M&A,,,,,,,,,,,,,,,,,,,,Was Acquired,Farmashop acquired by Linzor Capital Partners,https://www.crunchbase.com/acquisition/linzor-capital-partners-acquires-farmashop--20955c8a,Linzor Capital Partners,https://www.crunchbase.com/organization/linzor-capital-partners,2013-01-10,day,,,,Leveraged Buyout,,Private,,,,,,,,,,,,,,,"264,997",49,,,,,,,,,,,
Populy Games,https://www.crunchbase.com/organization/populy-games,"Gaming, Mobile, Web Development","Montevideo, NA - Uruguay, Uruguay",Populy Games is a game studio based in Uruguay aiming to refine the art of mobile gaming.,"250,924",Latin America,Less than $1M,Active,2012-01-01,year,,,,,For Profit,http://populygames.com,http://twitter.com/PopulyGames,http://www.facebook.com/PopulyGames,,hello@populygames.com,+59826044184,,,"Populy Games is a Latin American factory of mobile games. In an industry expected to grow up to 12 billion dollars by 2013, they produce highly addictive games for all ages, starting with ‘Paskal Path’ to be launched in October 2012, and soon after ‘iFootball manager’, their biggest bet for 2012 where millions of football fans around the globe will be able to manage their teams from the most relevant leagues.",,,,,,,,,,,,,,"Gaming, Mobile, Software",2,"Braian Greno, Ignacio Chitnisky",1-10,1,Seed,2012-09-01,25000,USD,25000,Seed,25000,USD,25000,Seed,25000,USD,25000,25000,USD,25000,NXTP Ventures,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"268,317",8,,,5,,,,,,,,
Grupo Biotoscana SL,https://www.crunchbase.com/organization/grupo-biotoscana-sl,"Biotechnology, Medical, Pharmaceutical","Montevideo, NA - Uruguay, Uruguay",Biotoscana Group (GBT) is a fast growing biopharmaceutical company in Latin America.,"255,259",Latin America,,Active,1987-01-01,year,2019-10-21,day,,,For Profit,http://www.grupobiotoscana.com/,,,https://www.linkedin.com/company/10399112,info@grupobiotoscana.com,+598 2626 2344,,,"Biotoscana Group (GBT) is a fast growing biopharmaceutical company in Latin America. The group was established through the merger of two leading specialty pharmaceutical companies, each with over 25 years experience in their respective markets: Biotoscana, founded in 1984, and United Medical, founded in 1987, sells leading brands GBT fields highly complex genetic disorders, rare diseases, oncology, hematology and specialized treatments, and has long-standing partnerships with leading global players in the pharmaceutical field.",,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",,,501-1000,,M&A,,,,,,,,,,,,,,,,,,,1,"Made Acquisitions, Was Acquired",Grupo Biotoscana SL acquired by Knight Therapeutics,https://www.crunchbase.com/acquisition/knight-therapeutics-acquires-grupo-biotoscana-sl--e8f192bd,Knight Therapeutics,https://www.crunchbase.com/organization/knight-therapeutics,2019-10-21,day,281000000,USD,281000000,Acquisition,,Private,,,,,,,,,,,,,,,"272,945",32,,,,,,,,,,,
Capicua,https://www.crunchbase.com/organization/capicua,"Marketing Automation, Software, UX Design, Web Apps","Montevideo, NA - Uruguay, Uruguay",Capicua is a full stack creative hub that provides customer centric solutions that are technically sound and visually compelling.,"262,950",Latin America,Less than $1M,Active,2011-12-21,day,,,,,For Profit,http://www.wearecapicua.com,https://www.twitter.com/capicua2112,https://www.facebook.com/capicua2112,https://www.linkedin.com/company/1907540,info@wearecapicua.com,(814)207-2117,,,"Engaging content:  We help international brands and companies make better use of the interactions between users and technology to make an efficient contact with their public, delivering engaging messages and reaching specific business goals. One simple message:  Technology changes not only the way we consume content but content itself. It takes a team of talented and creative professionals to engage technology adopters with wide-spectrum branding plans turned into simple messages. We are that team. How we do it:  Our understanding of marketing challenges makes it easier for us to create cost-effective solutions for our clients that fit easily into their business model. We understand what it means to come up with a new product, validate it against the market and scale it over time. A perfect circle:  We provide brands and companies with interactive content to place on specific platforms we also develop, so the service they get is quite integrated. Our creative team helps our clients design and implement marketing strategies to optimize the use of the content and technology we produce for them. One-stop shop:  We create innovative Design, Technology and Marketing solutions in a cost effective time frame. Want results? Meet the challenge-holic force that saves the day, every day.",,,,,,,,,,,,,,"Apps, Design, Sales and Marketing, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"281,188",37,,,15,,,,,,,,
woOw!,https://www.crunchbase.com/organization/woow,"E-Commerce, Tourism, Travel","Montevideo, NA - Uruguay, Uruguay","Initialy a Daily Deal website, e-commerce leader in Uruguay and developing different verticals like technology and travel.","265,960",Latin America,Less than $1M,Active,2010-10-20,day,,,,,For Profit,http://www.woow.com.uy,http://twitter.com/woowuruguay,http://www.facebook.com/woOw.MVD,,info@woow.com.uy,+598 2408 5555,,,"Initialy a Daily Deal website, e-commerce leader in Uruguay and developing different verticals like technology and travel.",,,,,,,,,,,,,,"Commerce and Shopping, Travel and Tourism",1,Martin Giura,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"284,415",70,,,31,,,,,,,,
ANII,https://www.crunchbase.com/organization/anii,"Communities, Government, Innovation Management","Montevideo, NA - Uruguay, Uruguay",ANII is an innovation and research national agency.,"272,570",Latin America,,Active,2006-01-01,year,,,,,For Profit,http://www.anii.org.uy/?ref=netconfuy,https://www.twitter.com/aniiuy,https://www.facebook.com/aniiuy,https://www.linkedin.com/company/anii/,anii@anii.org.uy,+598 2600 4411,1,,"The National Agency for Research and Innovation (ANII) is a government agency that promotes research and application of new knowledge to productive and social reality of the country. ANII available to the public funding for research projects, scholarships national and international graduate programs and incentive programs for innovative entrepreneurship and culture, both in the private and public sectors. ANII developed the National Research System, a program of national economic researchers categorized based on a strict evaluation system incentives. He also created the Portal Timbo, which allows free access to all kinds of scientific publications worldwide for all Uruguayans.",Government Office,Seed,8,8,2,,,,,,,,,"Community and Lifestyle, Government and Military, Professional Services",,,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,2,"291,523",16,,,,,,,,,,,
Prezzta,https://www.crunchbase.com/organization/prezzta,"Finance, FinTech","Montevideo, NA - Uruguay, Uruguay",End-to-end installment loan servicing from application and boarding through to recovery and invoicing,"275,298",Latin America,Less than $1M,Active,2015-07-01,day,,,,,For Profit,https://www.prezzta.com/,https://twitter.com/prezztacom,,https://www.linkedin.com/company/prezzta/,info@prezzta.com,2605 5726,,,End-to-end installment loan servicing from application and boarding through to recovery and invoicing,,,,,,,,,,,,,,Financial Services,2,"Esteban Siniscalco, Pablo Gagliardi",11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"294,435",44,,,,,,,,,,,
Light-it,https://www.crunchbase.com/organization/light-it-5d26,"Apps, Software, Software Engineering, Web Apps, Web Development","Montevideo, NA - Uruguay, Uruguay",Light-it is a digital product development studio that helps entrepreneurs and companies build solutions that people love using.,"288,164",Latin America,,Active,2016-08-06,day,,,,,For Profit,https://lightit.io,https://twitter.com/lightitsoftware,,https://www.linkedin.com/company/lightit,hello@lightit.io,+59894950260,,,"We are a group of dedicated engineers, developers and designers that are passionate about their craft and feel driven to build software that people love to use!",,,,,,,,,,,,,,"Apps, Science and Engineering, Software",1,Alan Brande,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"308,208",40,,,,,,,,,,,
SpaceDev Uruguay,https://www.crunchbase.com/organization/spacedev,"Information Technology, Mobile Apps, Software, Staffing Agency, Web Development","Montevideo, NA - Uruguay, Uruguay",Staff Augmentation & Software Factory,"295,145",Latin America,,Active,2017-08-01,day,,,,,For Profit,https://spacedev.uy/,https://twitter.com/spacedevuy,https://www.facebook.com/spaceuy/,https://www.linkedin.com/company/spacedev-uy/,jsobral@spacedev.uy,+59899589499,,,"Young Software Factory created by Juan Sendra and Juan Sobral, two software engineers. We cannot describe ourselves without describing these two evil geniuses. Both started together in college, working part-time developing for big companies, working as freelancers, having their own start-ups and a few years back they combined forces to conquer the universe creating SpaceDev in the process.   We love creating mobile and web apps, and we are great at it. We have built a great team of Developers and QA Analysts. We believe our team can take on any challenge that comes our way. We have been working alongside start-ups, companies and government projects, always with complete satisfaction!   We have an online portfolio showcasing our work!   We are looking foward to hear from you!",,,,,,,,,,,,,,"Administrative Services, Apps, Information Technology, Mobile, Software",1,Federico Sendra,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"315,694",50,,,11,,,,,,,,
Bixlabs,https://www.crunchbase.com/organization/bixlabs,"Apps, Mobile Apps, Software, Web Apps, Web Development","Montevideo, NA - Uruguay, Uruguay",Bixlabs build web and mobile apps for innovative companies with latest technologies,"296,601",Latin America,$1M to $10M,Active,2014-04-20,day,,,,,For Profit,http://bixlabs.com,https://twitter.com/bixlabsteam,https://www.facebook.com/bixlabsteam/,https://www.linkedin.com/company/bixlabs,,281-549-7774,,,,,,,,,,,,,,,,,"Apps, Mobile, Software",2,"Alfredo Levy, Elisa Amarelle",11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"317,260",26,,,23,,,,,,,,
Antel,https://www.crunchbase.com/organization/antel,Information Technology,"Montevideo, NA - Uruguay, Uruguay","ANTEL they provide state-of-the-art communication services in Mobile, Fixed, Broadband and Data Telephony.","296,634",Latin America,$1M to $10M,Active,1974-07-25,day,,,,,For Profit,http://www.antel.com.uy/,https://twitter.com/AntelDeTodos,https://www.facebook.com/AntelDeTodos,https://www.linkedin.com/company-beta/162465/,,,2,,,,,,,,,,,,,,,,Information Technology,,,1001-5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"317,293",71,20,"62,898",,,,,,,,,
KIU System Solutions,https://www.crunchbase.com/organization/kiu-system-solutions,"Information Technology, Software","Montevideo, NA - Uruguay, Uruguay",KIU Systems Solutions is a IT service provider for the airline industry.,"296,835",Latin America,$10M to $50M,Active,2002-01-01,year,,,,,For Profit,http://www.kiusys.com,,https://www.facebook.com/kiu-system-solutions-113016545397727,,gerenciacomercial@kiusys.com,,,,,,,,,,,,,,,,,,"Information Technology, Software",,,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"317,509",36,,,,,,,,,,,
Xmartlabs,https://www.crunchbase.com/organization/xmartlabs,"iOS, Mobile Apps, Product Design","Montevideo, NA - Uruguay, Uruguay","Full-stack mobile design and engineering. iOS, Andoid & Ruby.","297,488",Latin America,$1M to $10M,Active,2012-02-29,day,,,,,For Profit,http://xmartlabs.com,https://www.twitter.com/xmartlabs,,https://www.linkedin.com/company/2600928,,59659826234007,,,,,,,,,,,,,,,,,"Apps, Design, Mobile, Platforms, Software",1,Enrique Galindo,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"318,199",12,,,18,,,,,,,,
CodigoDelSur,https://www.crunchbase.com/organization/codigodelsur,"Information Technology, Mobile Apps, Product Design, UX Design, Web Apps, Web Development","Montevideo, NA - Uruguay, Uruguay",Mobile and web development company dedicated to the creation of outstanding digital products,"301,736",Latin America,$1M to $10M,Active,2016-10-01,month,,,,,For Profit,http://codigodelsur.com/,https://www.twitter.com/codigodelsur,https://www.facebook.com/codigodelsur,,info@codigodelsur.com,+598 2336 1732,,,,,,,,,,,,,,,,,"Apps, Design, Information Technology, Mobile, Software",1,Nicolas Amarelle,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,2,"322,734",27,,,13,,,,,,,,
Expand,https://www.crunchbase.com/organization/expand,"Information Technology, Software, VoIP","Montevideo, NA - Uruguay, Uruguay","Expand is a communication channels and unify the contact flow with your clients, employees and suppliers in a single solution.","302,965",Latin America,,Active,2009-01-01,year,,,,,For Profit,http://www.expand.com.uy/en,http://twitter.com/expandCC,,,info@expand.com.uy,(+598) 2 711 12 00,39,,"Company that develops a unified communication software, based on open source.",,,,,,,,,,,,,,"Information Technology, Internet Services, Messaging and Telecommunications, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"324,038",56,,,,,,,,,,,
Union Agricultural Group,https://www.crunchbase.com/organization/union-agricultural-group,"Agriculture, Commercial, Farming, Professional Services","Montevideo, NA - Uruguay, Uruguay",Union Agriculture Group is an agriculture business operating in Uruguay.,"306,955",Latin America,$1M to $10M,Active,2006-01-01,year,,,,,For Profit,http://www.unionagrogroup.com/,,,https://www.linkedin.com/company/union-agriculture-group,rrhh@uag.com.uy,+59829000000,1,,"Union Agriculture Group is an agriculture business operating in Uruguay. UAG manages a unique portfolio of agricultural land in Uruguay representing over 181,000 hectares.  Due to its soil quality, water supply and compelling land prices, Uruguay possess unique competitive advantages for agriculture production. This has enabled Uruguay to become one of the top worldwide exporters of meat, rice and wool.  UAG's diversified agricultural operations include soybeans and wheat, rice, dairy, cattle and sheep. By combining our management´s experience and operational knowledge with state-of-the-art agricultural techniques, they have created a hard-to-replicate agricultural production platform in Uruguay.",,,,,,,,,,,,,,"Agriculture and Farming, Other",1,Juan Sartori,51-100,2,Late Stage Venture,2011-01-01,,,,Series C,,,,Series C,,,,,,,Apsara Capital,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"328,303",8,,,,,,,,,,,
Temporal Pass,https://www.crunchbase.com/organization/temporal-pass,"Human Resources, Information Technology, Software","Montevideo, NA - Uruguay, Uruguay",Temporal Pass is a technology platform that help to manage workers 100% online.,"307,308",Latin America,,Active,2018-07-01,day,,,,,For Profit,https://temporalpass.com/,https://twitter.com/temporalpass,https://www.facebook.com/temporalpassuy/,https://sg.linkedin.com/company/temporal-pass,info@temporalpass.uy,+598 (0)97 684 901,1,,"Temporal Pass is a scheduling, management and time-tracking software for companies, you can use it in the majority of all industries.",,,,,,,,,,,,,,"Administrative Services, Information Technology, Software",1,Sebastian Critto,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"328,671",16,,,,,,,,,,,
Conexio Group,https://www.crunchbase.com/organization/conexio-group,"Information Technology, Software","Montevideo, NA - Uruguay, Uruguay",Conexio Group offers development services for adobe experience manager and sitecore.,"307,921",Latin America,$50M to $100M,Active,2014-01-01,year,,,,,For Profit,http://www.conexiogroup.com/,https://twitter.com/Conexio_Group,https://www.facebook.com/ConexioGroup,https://www.linkedin.com/company/conexiogroup/,info@conexiogroup.com,1 702 330 6952,,,"Conexio Group specialize in the two leading Web Content Management platforms, Adobe AEM & Sitecore Experience Platform, providing development teams to architect, build and test your WCM projects, including content migration. Conexio is the newest in a group of business units with practices specialized in Content, Commerce, Mobile, UX/UI and Custom Development, adding up more than 350 people in 7 offices and serving clients throughout the Americas under the following brands: Arkano Software, Pyxis, UruIT and Conexio They are an IT-services consulting firm focused on Web Content Management technology founded in 2014 by executives from three leading IT-services companies from Uruguay.",,,,,,,,,,,,,,"Information Technology, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"329,335",19,,,,,,,,,,,
Sagal,https://www.crunchbase.com/organization/sagal,"E-Commerce, Information Technology, Internet","Montevideo, NA - Uruguay, Uruguay","Sagal is a platform to manage online sales channels, optimizing the processes necessary to increase sales, reducing costs.","313,988",Latin America,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,http://www.sagal.io,https://twitter.com/Sagal_uy,https://www.facebook.com/sagal.io/,https://www.linkedin.com/company/sagal/,info@sagal.io,099474537,,,"Sagal offers a platform that manages online sales channels, optimizing the processes necessary to increase sales and reduce costs. The company was established in 2015 and is headquartered in Montevideo, Uruguay.",,,,,,,,,,,,,,"Commerce and Shopping, Information Technology, Internet Services",1,Alejandro Tocar,1-10,1,Seed,2016-01-01,,,,Seed,,,,Seed,,,,,,,Incubadora Sinergia,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"335,809",24,,,13,,,,,,,,
Stienda,https://www.crunchbase.com/organization/stienda,"E-Commerce, Electronics, Shopping","Montevideo, NA - Uruguay, Uruguay","Stienda is an online webshop that deals with household appliances, electronics, smartphones, gadgets, and accessories.","317,310",Latin America,,Active,2013-01-01,day,,,,,For Profit,http://stienda.uy,https://twitter.com/StiendaUY,https://facebook.com/stiendauyss,https://www.linkedin.com/company/stienda-uy/,info@stienda.uy,24020060,,,,,,,,,,,,,,,,,"Commerce and Shopping, Consumer Electronics, Hardware",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"339,358",47,,,,,,,,,,,
Casas en el Este,https://www.crunchbase.com/organization/casas-en-el-este,"Internet, Marketplace, Real Estate","Montevideo, NA - Uruguay, Uruguay","Casas en el Este is an online real estate marketplace that connects buyers, sellers, and renters with properties in Uruguay.","323,219",Latin America,$1M to $10M,Active,2011-09-09,day,,,,,For Profit,http://www.casaseneleste.com/,https://twitter.com/CasasenelEste,https://www.facebook.com/CasasenelEste,https://www.linkedin.com/company/casas-en-el-este,contacto@casaseneleste.com,,,,"Portal inmobiliario con sede en Montevideo, Uruguay. Se especializa en la compra, venta y alquiler de casas y departamentos, en destinos turísticos del este del país de interés internacional.",,,,,,,,,,,,,,"Commerce and Shopping, Internet Services, Real Estate",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"345,664",11,,,,,,,,,,,
Redpagos,https://www.crunchbase.com/organization/redpagos,"Payments, Staffing Agency","Montevideo, NA - Uruguay, Uruguay", It is one of the most important national companies within the field of payments and collections.,"324,740",Latin America,Less than $1M,Active,2001-01-01,year,,,,,For Profit,http://www.redpagos.com.uy/principal/,https://twitter.com/RedpagosOficial,https://www.facebook.com/Redpagos,https://www.linkedin.com/company/redpagos/?originalSubdomain=in,,2700 00 00 - 2700 87 88,,,"Redpagos is one of the most important national companies within the field of payments and collections; establishing a wide network of premises located in all the departments of Uruguay, which reaffirms its marked national character. ",,,,,,,,,,,,,,"Administrative Services, Financial Services, Payments",,,251-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"347,277",21,,,,,,,,,,,
El Observador,https://www.crunchbase.com/organization/el-observador,News,"Montevideo, NA - Uruguay, Uruguay",El Observador is a Uruguayan newspaper that publishes local and international news content.,"325,287",Latin America,$10M to $50M,Active,1991-01-01,year,,,,,For Profit,http://www.elobservador.com.uy/,http://twitter.com/ObservadorUY,http://www.facebook.com/ElObservadorUY,http://www.linkedin.com/company/2169524?trk=tyah,,+598 2924 7000,3,,"El Observador is a Uruguayan newspaper that publishes local and international news content. Its official website posts articles on politics, economy and business, travel, technology, biology, and more. It also features classifieds, horoscope details, obituaries, restaurant guides, entertainment content, blogs, and weather updates. El Observador was first published in 1991 and its website was launched in 1994. Its operations are based in Montevideo, Uruguay.",,,,,,,,,,,,,,"Content and Publishing, Media and Entertainment",,,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,2,"347,856",50,,284,59,,,,,,,,
ICC Labs,https://www.crunchbase.com/organization/icc-labs,"Business Development, Cannabis, Market Research","Montevideo, NA - Uruguay, Uruguay",ICC Labs is the first integrated company dedicated to the production of cannabinoid extracts in South America.,"328,338",Latin America,,Active,2014-01-01,year,2013-09-13,day,,,For Profit,http://www.icclabs.com/,,,https://www.linkedin.com/company/icclabs/?originalSubdomain=in,info@icclabs.com,+598 2 900 0000,,,ICC Labs is the first integrated company dedicated to the production of cannabinoid extracts in South America.,,,,,,,,,,,,,,"Community and Lifestyle, Data and Analytics, Design, Food and Beverage, Health Care, Professional Services",,,51-100,,M&A,,,,,,,,,,,,,,,,,,,,Was Acquired,ICC Labs acquired by Aurora Cannabis,https://www.crunchbase.com/acquisition/aurora-cannabis-acquires-icc-labs--7037bbbc,Aurora Cannabis,https://www.crunchbase.com/organization/aurora-cannabis,2018-09-10,day,290000000,USD,290000000,Acquisition,Stock,Public,2013-09-13,,,,,,,,,ICC,https://www.crunchbase.com/ipo/icc-labs-ipo--e4505f21,TSX-V - Toronto TSX Venture Exchange,,,"351,126",12,,,,,,,,,,,
