Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),School Method
Fitwel,https://www.crunchbase.com/organization/fitwel,"Fitness, Health Care, Wellness","Mexico City, Distrito Federal, Mexico","Health and wellness franchises in Mexico Includes 9Round , yogafit and Bienesta","72,952",Latin America,,Active,2015-01-01,year,,,,,For Profit,http://Www.fitwel.com.mx,,,,contacto@envelp.com.mx,,1,,,,,,,,,,,,,,,,"Health Care, Sports",,,51-100,1,Seed,2015-01-01,2000000,USD,2000000,Seed,2000000,USD,2000000,Seed,2000000,USD,2000000,2000000,USD,2000000,Envelp,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"75,800",23,,,,,,,,,,,
Artificial Nerds,https://www.crunchbase.com/organization/artificial-nerds,"Artificial Intelligence, E-Commerce, Messaging, Natural Language Processing","Mexico City, Distrito Federal, Mexico",Conversational Commerce: Helping businesses convert chats in sells.,"73,336",Latin America,,Active,2017-03-06,day,,,,,For Profit,https://nerds.ai,https://twitter.com/artificialnerds,https://www.facebook.com/ArtificialNerdsOficial,https://www.linkedin.com/company/artificialnerds,contacto@nerds.ai,+5215515546215,4,,"Artificial Nerds is an AI company focused on the design and development of automated conversational experiences for customer service, marketing and conversational commerce",,,,,,,,,,,,,,"Artificial Intelligence, Commerce and Shopping, Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Science and Engineering, Software",2,"Juan Viramontes, Vicente Guerra",1-10,1,Seed,2017-02-01,100000,USD,100000,Pre-Seed,100000,USD,100000,Pre-Seed,100000,USD,100000,100000,USD,100000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"76,200",26,,,,,,,,,,,
SOMOS,https://www.crunchbase.com/organization/somos,"EdTech, Education, Marketplace","Mexico City, Distrito Federal, Mexico","Marketplace for offline, one-hour group learning sessions.","73,444",Latin America,,Closed,2016-07-01,day,,,2017-12-31,day,For Profit,http://www.holasomos.com,https://twitter.com/holasomos_,https://www.facebook.com/holasomos,https://www.linkedin.com/company/somos-academy,contacto@holasomos.com,,2,,"SOMOS is a marketplace that helps people search, find, and enroll in all sorts of offline, one-hour group learning sessions on a wide range of topics. Whether you're looking to expand your career with new skills, pick up a new hobby, or simply learn something new, SOMOS makes sure you never miss out on an opportunity to learn from a local expert near you.",,,,,,,,,,,,,,"Commerce and Shopping, Education, Software",4,"Carlos Cruz, Emilio Ramirez, Federico Casas Alatriste, Jose Isusi",1-10,1,Seed,2016-07-08,400000,USD,400000,Angel,400000,USD,400000,Angel,400000,USD,400000,400000,USD,400000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"76,314",10,1,,9,,,,,,,,
Sign Accessible Technologies,https://www.crunchbase.com/organization/sign-n,"Apps, Computer Vision, Education, Mobile Apps, Virtual Reality","Guadalajara, Jalisco, Mexico","Company that creates technologies to tend bridges between Deaf and hearing people, using a virtual character as a mediator","73,559",Latin America,,Active,2018-04-06,day,,,,,For Profit,https://signamy.com/,https://twitter.com/Signamyapp,http://www.facebook.com/signamy,https://www.linkedin.com/company/sign-accessible-technologies/?viewAsMember=true,info@sign-accessible.com,,,,Signamy is a mobile app that improves communication between Deaf and hearing people using a virtual character to learn and communicate in Sign Language.,,,,,,,,,,,,,,"Apps, Education, Hardware, Mobile, Software",4,"Andy ., Ari ., Beto ., Briana Osorio Díaz",1-10,3,,2019-04-26,50000,MXN,2639,Grant,,,,,,,,48376,USD,48376,Start-Up Chile,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"76,437",46,,,,,,,,,,,
Mazmobi,https://www.crunchbase.com/organization/mazmobi,"Apps, Car Sharing, Information Technology, Marketplace, Mobile Apps, SaaS, Sharing Economy, Software, Transportation","Mexico City, Distrito Federal, Mexico",Marketplace and SAAS for Corporate Mobility on a MAAS strategy,"74,336",Latin America,,Active,2020-02-04,day,,,,,For Profit,http://www.maz.mobi,https://twitter.com/MazMobi,,https://www.linkedin.com/company/mazmobi,javier@maz.mobi,5530282577,,,"Mazmobi is developing a Marketplace where we can develop mobility solutions and integrate third party providers. With this the customers will have access to different mobility solutions trhough our Mobility as a Service platform. The solution will be available for the corporate market to solve some of the needs they have with subtitute vehicles, control of mobility expenses of the employees and having all administrated through our platform.",,,,,,,,,,,,,,"Apps, Commerce and Shopping, Information Technology, Mobile, Other, Software, Transportation",1,Javier Amozurrutia,1-10,1,Seed,2020-03-01,92500,USD,92500,Pre-Seed,92500,USD,92500,Pre-Seed,92500,USD,92500,92500,USD,92500,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"77,251",45,,,,,,,,,,,
IGNIA,https://www.crunchbase.com/organization/ignia,"Business Development, Finance, Financial Services, Home Decor, Service Industry, Venture Capital","San Pedro, Nuevo Leon, Mexico",IGNIA is an early-to-late stage venture capital firm that invests in innovative solutions for the emerging middle class in Mexico.,"75,145",Latin America,,Active,2007-06-01,day,,,,,For Profit,http://www.ignia.mx/,https://twitter.com/IGNIA_Fund,https://www.facebook.com/IGNIAFund/,https://www.linkedin.com/company/ignia-shared-services/,info@ignia.mx,52 (81) 8000 7280,30,Crunchbase Venture Program,"IGNIA is a Mexico based early-to-late stage venture capital firm that invests in innovative solutions for the emerging middle class, representing 70% of the population. Founded in 2007, IGNIA has two funds with US$200 million capital raised. IGNIA invests in sectors such as healthcare, fintech, financial services, education and basic services.",Venture Capital,"Early Stage Venture, Late Stage Venture",34,60,31,3,3,,,,,,,"Financial Services, Lending and Investments, Other, Professional Services, Real Estate",2,"Michael Chu, Álvaro Rodríguez Arregui",11-50,1,,2008-09-01,,,,Venture - Series Unknown,,,,Venture - Series Unknown,,,,,,,IGNIA,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,6,"78,096",6,,,,,,,,,,,
ReStudio,https://www.crunchbase.com/organization/restudio,"Energy, Information Technology","Santiago Coltzingo, Puebla, Mexico","ReStudio is engaged in the research and development, and provision of dimensional information technology based solutions.","75,265",Latin America,$1M to $10M,Active,2006-01-01,year,,,,,For Profit,http://www.restudio.cl/en,http://twitter.com/REstudio_latam,http://www.facebook.com/pages/ReStudio/150023628410517,https://www.linkedin.com/company/restudio?trk=hb_tab_compy_id_1069458,,56 22 639 6257,1,,"ReStudio is engaged in the research and development, and provision of dimensional information technology based solutions for mining, energy, and public works projects. The company supports the design, construction, and maintenance of public works and industrial projects through Point Cloud Baseline, as-built, dimensional control, condition monitoring, and project presentation services. It offers solutions for industrial plants and tunnel management. ReStudio was founded in 2006 and is based in Santiago, Chile.",,,,,,,,,,,,,,"Energy, Information Technology",1,José Olivares,11-50,2,Early Stage Venture,2020-09-15,1400000,USD,1400000,Series A,1400000,USD,1400000,Series A,1400000,USD,1400000,1400000,USD,1400000,"Magma Partners, CLIN, Sudamerik Impact Investment",,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"78,218",8,,,,,,,,,,,
Microendo,https://www.crunchbase.com/organization/microendo,Biotechnology,"Zapopan, Jalisco, Mexico","MICROENDO creates personalized biofertilizers, taking the microorganisms from the plant to increase crop yield, and restore plant health.","75,349",Latin America,Less than $1M,Active,2019-01-01,month,,,,,For Profit,https://www.microendo.co,https://twitter.com/Microendo1,https://www.facebook.com/MicroendoAg/,https://www.linkedin.com/company/microendo-inc,cristobalfca@microendo.co,+52 1 (33) 10428255,,,"Microendo’s mission is to protect and care for the environment. Environmental damage due to climate change poses great risk to crop security. By harnessing the natural microbiota of the plants we develop products that are in harmony with the environment. We take the microorganisms from your own plants, identify their needs and provide you with a tailored biofertilizer. This biofertilizer is personalized to each crop, fully organic and naturally helps to increase crop health & crop yield.",,,,,,,,,,,,,,"Biotechnology, Science and Engineering",2,"Alfonso Daniel Ponce Soto, Cristobal Fonseca Sepúlveda",1-10,2,,2019-03-06,800000,USD,800000,Undisclosed,800000,USD,800000,Undisclosed,930000,USD,930000,930000,USD,930000,"SOSV, RebelBio",,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"78,310",7,,,,,,,,,,,
Reply'em,https://www.crunchbase.com/organization/replyem,"Internet, SaaS, Software","Chihuahua, Chihuahua, Mexico","Replyem creates SaaS for small business owners who want te get more out of social media and internet, our mission is to facilitate sales.","75,458",Latin America,Less than $1M,Active,2015-05-20,day,,,,,For Profit,http://replyem.com,https://twitter.com/replyem,https://www.facebook.com/replyem,https://www.linkedin.com/company/reply-'em-inc-,david@replyem.com,+52 6141876069,,,Reply'em is a software that allows you to send bulk inbox messages from your facebook page to users that already have a conversation with your page.,,,,,,,,,,,,,,"Internet Services, Software",1,David Nacif,1-10,2,Seed,2017-11-28,20000,USD,20000,Seed,20000,USD,20000,Seed,50000,USD,50000,50000,USD,50000,Orion Startups,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"78,427",51,,,,,,,,,,,
Reglagene,https://www.crunchbase.com/organization/reglagene,"Biotechnology, Life Science","Arizona, Sonora, Mexico",Reglagene is the product of research from the labs of Professor Laurence Hurley at the University of Arizona.,"75,553",Latin America,,Active,2018-01-01,year,,,,,For Profit,https://www.reglagene.com/,,,,info@reglagene.com,(520) 235-0365,1,,"Reglagene leverages Quadruplex Master Switch Technology (QMST) to create new medicines that help cancer patients. Reglagene aspires to be the world’s leader in the creation of therapies that work through quadruplexes, DNA structures that selectively control the behavior of individual genes.     Pharmaceutical companies now in-license most of their product portfolios from innovator companies like Reglagene, especially in the oncology sector. We will earn revenue by licensing the intellectual property (patents) around the new medicines we create to pharmaceutical partners, a $30B market. We are the ONLY company that harnesses Quadruplex Master Switch Technology to discover new medicines.",,,,,,,,,,,,,,"Biotechnology, Science and Engineering",,,1-10,1,Seed,2018-08-17,546413,USD,546413,Seed,546413,USD,546413,Seed,546413,USD,546413,546413,USD,546413,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"78,524",21,,,,,,,,,,,
Invoicenet / Fiscal Point,https://www.crunchbase.com/organization/invoicenet,"Financial Services, Information Technology, Mobile Apps, SaaS, Software","Mexico City, Distrito Federal, Mexico",An intelligent financial management platform that maximizes your tax benefits.,"75,601",Latin America,,Active,2014-02-27,day,,,,,For Profit,http://www.fiscalpoint.mx/,,https://www.facebook.com/fiscalpointmx/,,contacto@fiscalpoint.mx,+52 (55) 5014·7960,,,Fiscal Point helps taxpayers maximize their tax benefits and find the ideal accountant through a highly automated platform with which they can take their entire operation of issuing and receiving invoices. In addition to having a marketplace with accountants and services to improve their personal finances.,,,,,,,,,,,,,,"Apps, Financial Services, Information Technology, Mobile, Software",3,"Juan Carlos Ganzo, Juan M Zabal, Maria De Buen",1-10,1,Seed,2020-03-01,150000,USD,150000,Seed,150000,USD,150000,Seed,150000,USD,150000,150000,USD,150000,COLABORATIVOx,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"78,576",19,,,,,,,,,,,
Mira,https://www.crunchbase.com/organization/mira-muebles,"E-Commerce, Furniture, Internet, Marketplace","Mexico City, Distrito Federal, Mexico","Online marketplace in Mexico for furniture and home decor, targeting the country’s booming middle class","76,144",Latin America,,Closed,2016-10-01,day,,,,none,For Profit,http://www.mira.com.mx/,https://twitter.com/miramueblesmx,https://www.facebook.com/MueblesMira/,https://www.linkedin.com/company-beta/12906271/,contacto@mira.com.mx,,5,,"Mira is building the largest digital platform for furniture e-commerce in Mexico, connecting the biggest and best suppliers in Latin America with the world of online shoppers. With over 30 years of combined experience in LatAm e-commerce and MBAs from MIT & LBS, Mira is furnishing Mexico, one room at a time.",,,,,,,,,,,,,,"Commerce and Shopping, Consumer Goods, Internet Services",2,"Jesse Betzner, Rafael Machado",11-50,1,,2017-01-01,375000,USD,375000,Convertible Note,,,,,,,,375000,USD,375000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"79,148",9,,,,,,,,,,,
EXCITED,https://www.crunchbase.com/organization/excited-a381,"E-Commerce, Fashion, Health Care, Leisure, Lifestyle","Mexico City, Distrito Federal, Mexico","EXCITED is a first gay lifestyle, health and beauty brand in Latin America.","76,216",Latin America,,Active,2017-01-01,year,,,,,For Profit,https://www.excited.com.mx/,,,,,,1,,"EXCITED is a first gay lifestyle, health and beauty brand in Latin America.",,,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design, Health Care",1,Daniel Bedolla,11-50,1,Seed,2018-08-08,100000,USD,100000,Seed,100000,USD,100000,Seed,100000,USD,100000,100000,USD,100000,Hillman Accelerator,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"79,225",96,,,,,,,,,,,
Pack&Pack,https://www.crunchbase.com/organization/pack-pack,"Delivery, E-Commerce, Mobile, Parking, Shipping, Transportation","Cholula, Puebla, Mexico",Pack&Pack is an online platform providing logistics solutions and services for businesses.,"76,239",Latin America,$1M to $10M,Active,2018-01-01,year,,,,,For Profit,http://www.packandpack.com,https://twitter.com/Pack_and_Pack,https://www.facebook.com/packandpack,https://www.linkedin.com/company/pack&pack,contacto@packandpack.com,+52 (222) 798 0601,9,,"Pack&Pack is an online platform providing logistics solutions and services for businesses. The platform facilitates the entire process of sending online sales. A hub of logistics carriers, integrations, guide generator, and fulfillment to solve the needs of e-Commerce locally, nationally, and internationally in a simple and economic way.  They boost and automate logistics with their shipping options, real-time tracking and status, personalized tracking, and more. Pack&Pack was founded in 2018 and is based in Cholula, Puebla, Mexico,",,,,,,,,,,,,,,"Administrative Services, Commerce and Shopping, Mobile, Transportation",2,"Omar Balanzar, Sergio Vargas",11-50,2,Seed,2017-06-14,7300,USD,7300,Seed,7300,USD,7300,Seed,14300,USD,14300,14300,USD,14300,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"79,249",57,,,22,,,,,,,,
Miora,https://www.crunchbase.com/organization/miora-72dd,"E-Commerce, Online Forums","Mexico City, Distrito Federal, Mexico",Online platform for beauty services.,"76,381",Latin America,,Active,2015-01-01,year,,,,,For Profit,https://miora.mx/,,,,,,,,,,,,,,,,,,,,,,"Commerce and Shopping, Community and Lifestyle, Internet Services",,,11-50,1,,2015-10-08,4000000,USD,4000000,Venture - Series Unknown,4000000,USD,4000000,Venture - Series Unknown,4000000,USD,4000000,4000000,USD,4000000,"Seaya Ventures, Cometa (formerly Variv Capital), Nazca Ventures",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"79,401",35,,,,,,,,,,,
Locki,https://www.crunchbase.com/organization/locki,"Internet of Things, Mobile, Real Estate, Smart Home, Software","Chihuahua, Chihuahua, Mexico",Locki is a security and management platform for gated communities.,"76,665",Latin America,,Active,2020-03-01,month,,,,,For Profit,https://locki.app,,https://www.facebook.com/lockiapp,https://www.linkedin.com/company/locki,contact@locki.app,+526142170420,,,Locki increases security and facilitates the management of gated communities through a fee collection and access management platform.,,,,,,,,,,,,,,"Consumer Electronics, Internet Services, Mobile, Real Estate, Software",,,1-10,1,Seed,2020-03-01,30000,USD,30000,Pre-Seed,30000,USD,30000,Pre-Seed,30000,USD,30000,30000,USD,30000,Orion Startups,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"79,701",53,,,,,,,,,,,
Diagnostikare,https://www.crunchbase.com/organization/diagnostikare,"Health Care, Health Diagnostics, Medical, mHealth, Personal Health, Software, Virtual Assistant, Wellness","Mexico City, Distrito Federal, Mexico","The first Digital Primary Care platform in Mexico, with an innovative patient-centric data-driven approach.","76,832",Latin America,,Active,2019-01-01,year,,,,,For Profit,http://www.diagnostikare.com,,https://www.facebook.com/Diagnostikare/,https://www.linkedin.com/company/diagnostikare,info@diagnostikare.com,,8,,"Diagnostikare is a Virtual Primary Care platform, combining AI technology with Qualified Healthcare professionals operating a multidisciplinary patient-centric data-driven model, contributing to solve two of the main problems of the health sector in Mexico, cost and access to care. The company was founded in 2019 and based in Mexico City, Mexico.",,,,,,,,,,,,,,"Health Care, Mobile, Software",3,"Arturo Alanís Bang, Rafael López Schietekat, Rodrigo López Schietekat, M.D.",11-50,2,Seed,2021-01-29,,,,Seed,,,,Seed,,,,,,,"Access Capital, Angel Investors",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"79,874",49,,,,,,,,,,,
Skysset,https://www.crunchbase.com/organization/skysset,"3D Technology, Drones, Enterprise Software, Geospatial, Internet, Internet of Things, Mapping Services, SaaS, Software","Garza García, Nuevo Leon, Mexico",Skysset is creating the quickest way to intuitively and accurately measure stockpiles of raw materials such as scrap metal and aggregates.,"77,545",Latin America,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://skysset.com/,,https://www.facebook.com/skysset,https://www.linkedin.com/company/skysset,info@skysset.com,5218116005491,,,Skysset provides an enterprise software-as-a-service for operators managing bulk materials such as scrap metal and construction aggregates. Skysset's data platform provides and accurate and intuitive method to quantify bulk inventory levels and create detailed reports efficiently.,,,,,,,,,,,,,,"Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Internet Services, Navigation and Mapping, Software",2,"Antonio Longoria, Tuto Assad",1-10,2,Seed,2016-06-15,110000,USD,110000,Seed,110000,USD,110000,Seed,110000,USD,110000,110000,USD,110000,Toro Ventures,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"80,627",54,,,,,,,,,,,
Diverza,https://www.crunchbase.com/organization/diverza,"Internet, Software","Monterrey, Nuevo Leon, Mexico",Diverza offers a range of electronic invoicing services.,"77,943",Latin America,Less than $1M,Active,2003-10-03,day,,,,,For Profit,http://www.diverza.com,http://twitter.com/diverza,http://www.facebook.com/diverza,http://www.linkedin.com/company/diverza,joseluis.ayala@diverza.com,(814) 000-1501,,,"Diverza offers a range of electronic invoicing services to its clients. Its range of services include buzon fiscal, conector fiscal, timbre fiscal, and nomina fiscal. Buzon fiscal offers digital tax receipt, issue, consultation, and delivery services. Conector fiscal offers CFDI issue, delivery, and receipt services. Timbre fiscal offers digital tax receipt certification services. Nomina fiscal offers payroll voucher issue, certification, and protection services. Diverza was founded in 2003 by Marcela Cisneros Lopez and Jose Luis Ayala and is based in Nuevo Leon.",,,,,,,,,,,,,,"Internet Services, Software",3,"José Luis Ayala, Marcela Cisneros, Marcela Cisneros López",101-250,1,Early Stage Venture,2011-05-01,2000000,USD,2000000,Series A,2000000,USD,2000000,Series A,2000000,USD,2000000,2000000,USD,2000000,Alta Ventures Mexico,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"81,040",65,,,9,,,,,,,,
Inkuvi,https://www.crunchbase.com/organization/inkuvi,"Big Data, Real Estate","Guadalajara, Jalisco, Mexico","Inkuvi is a real estate service that integrates in one platform listings, personal real estate concierge, and mortgage.","78,016",Latin America,,Active,2017-01-01,day,2019-08-01,month,,,For Profit,https://inkuvi.com,https://twitter.com/inkuvi,https://www.facebook.com/inkuvi,https://mx.linkedin.com/company/inkuvi,hola@inkuvi.com,,,,"Inkuvi is a real estate service that integrates in one platform listings, personal real estate concierge, and mortgage. All focused in a client centric process that helps buyers and renters to do transactions faster, reducing risks and with the convenience of one-stop-shop. Inkuvi is headquartered in Guadalajara, Mexico.",,,,,,,,,,,,,,"Data and Analytics, Real Estate",1,Jose Plasencia,1-10,1,M&A,2017-03-01,800000,USD,800000,Seed,800000,USD,800000,Seed,800000,USD,800000,800000,USD,800000,,,,,Was Acquired,Inkuvi acquired by CasasyTerrenos.com,https://www.crunchbase.com/acquisition/casasyterrenos-com-acquires-inkuvi--3e9d795e,CasasyTerrenos.com,https://www.crunchbase.com/organization/casasyterrenos-com,2019-08-01,month,,,,Acquihire,Stock,Private,,,,,,,,,,,,,,,"81,115",43,,,,,,,,,,,
nettime Solutions,https://www.crunchbase.com/organization/nettime-solutions,"Cloud Computing, Cloud Data Services, Software","Arizona, Sonora, Mexico",Offers affordable business tools has guided nettime’s actions,"78,131",Latin America,$10M to $50M,Active,2006-01-01,year,2014-06-18,day,,,For Profit,http://www.nettimesolutions.com,https://www.twitter.com/nettime,https://www.facebook.com/nettime,https://www.linkedin.com/company/nettime-solutions_2,marketing@nettimesolutions.com,480-296-0370,,,"Beginning in 1996, a vision to offer affordable business tools has guided nettime’s actions. We launched HourTrack, our first time and attendance software, as well as biometric devices. Both gave businesses a chance to use cutting-edge technology that they previously couldn’t afford—and finally they could eliminate buddy punching and wage theft to control labor costs.",,,,,,,,,,,,,,"Information Technology, Internet Services, Software",1,Bahan Sadegh,51-100,1,M&A,2012-01-01,1000000,USD,1000000,Secondary Market,,,,,,,,1000000,USD,1000000,Canal Partners,1,1,,Was Acquired,nettime Solutions acquired by Paychex,https://www.crunchbase.com/acquisition/paychex-acquires-nettime-solutions--89494082,Paychex,https://www.crunchbase.com/organization/paychex,2014-06-18,day,,,,Acquisition,,Private,,,,,,,,,,,,,,1,"81,240",42,3,0,15,0,2,,Scientific and electric apparatus and instruments,,,,
Blooders,https://www.crunchbase.com/organization/blooders,"Fitness, Health Care, Wellness","Monterrey, Nuevo Leon, Mexico",Blooders is a mobile application that enables its users to make online appointments and save up to 30 minutes in their next blood donation.,"78,711",Latin America,$1M to $10M,Active,2013-04-23,day,,,,,For Profit,http://www.blooders.org,https://twitter.com/somosblooders,https://www.facebook.com/somosblooders,https://www.linkedin.com/company/4827464,,,,,"Blooders is a mobile application that enables its users to make online appointments and save up to 30 minutes in their next blood donation. Through the application, users have the ability to search for the closest hospital to their location, select the date they want to donate and see the available appointments, and donate blood.",,,,,,,,,,,,,,"Health Care, Sports",1,Javier Esquivel,1-10,3,Seed,2018-01-01,220000,USD,220000,Seed,220000,USD,220000,Seed,260000,USD,260000,260000,USD,260000,"Labcap, Startup Studio Monterrey, Christian Aguirre, Juan Manuel Núñez Nieto, Manuel Coronado Arriaga",3,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"81,855",51,,,24,,,,,,,,
Handfriendly,https://www.crunchbase.com/organization/handfriendly,"EdTech, Information Technology, Recruiting, Software","Mexico City, Distrito Federal, Mexico","Handfriendly es un portal de emprendimiento con herramientas como cursos online, eventos y para quienes soliciten un empleo en el área tech.","78,965",Latin America,,Active,2018-02-04,day,,,,,For Profit,http://handfriendly.pereztecnologia.com,https://twitter.com/handfriendly_mx,https://www.facebook.com/handfriendlymx/?ref=bookmarks,https://www.linkedin.com/company/handfriendly-m%C3%A9xico/?viewAsMember=true,handfriendly.mx@gmail.com,5527195939,,,"Handfriendly es un portal Edtech y de emprendimiento  en donde se encontrarán diversas herramientas, en el  que se podrá acceder a una sección de aprendizaje  con diverso contenido en cursos, programas sobre  emprendimiento, foros y eventos para mejorar el  desempeño de emprendedores o estudiantes,  además contiene una herramienta para encontrar  oportunidades laborales o hacer pasantías  Universitarias",,,,,,,,,,,,,,"Education, Information Technology, Professional Services, Software",1,Luis Isaac Ramirez,1-10,2,Seed,2020-01-08,91000,MXN,4832,Pre-Seed,91000,MXN,4832,Pre-Seed,106000,MXN,5620,106000,MXN,5620,"Luis Isaac Ramirez, Mateo López Velázquez",1,2,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"82,125",34,,,,,,,,,,,
CitiVox,https://www.crunchbase.com/organization/citivox,"CRM, Mobile, SMS","Mexico City, Distrito Federal, Mexico",Local social media mobile platform that allow users to create interest-based communities.,"79,987",Latin America,,Active,2011-02-01,day,,,,,For Profit,http://www.citivox.com,http://twitter.com/CitiVox,,,hello@citivox.com,,1,,"CitiVox helps you find new ways to communicate, share and keep in touch with the communities you create or belong to. At CitiVox we want to change the way we relate to our cities collectively, through collaborating & discussing with the people living around us, sharing advice and strengthening the value of being connected. Why? Because we believe our cities come alive through the stories people share and the richness, diversity & complexity of the communities we build. Share whatever you love (or not) about your town, neighborhood, or street. Create a community, share it & spark conversations.",,,,,,,,,,,,,,"Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Sales and Marketing, Software",2,"Jorge Soto, Jorge Soto",1-10,1,,2012-08-02,180000,USD,180000,Debt Financing,,,,,,,,180000,USD,180000,Alta Ventures Mexico,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"83,216",7,,,7,,,,,,,,
ADDIKA,https://www.crunchbase.com/organization/addika,"Financial Services, FinTech, Personal Finance, Software, Wealth Management","Zapopan, Jalisco, Mexico","Financial technology company that provides a software that integrates, protects and consolidates wealth information.","80,030",Latin America,,Active,2017-08-29,day,,,,,For Profit,http://addika.io,https://twitter.com/AddikaMx,,https://www.linkedin.com/company/addika/,customers@addika.io,,,,"Addika is a software for individuals and families with substantial net worth, that allows them to integrate, control, protect and get day to day reports on their wealth information. It is a tailor made designed platform for asset allocation, control and protection. Our clients are able to control, consolidate, report, structure, give personalized access and keep safe their wealth information. They can keep track of their assets, financial investments, real estate, passion assets among others. They can create personalized access to specific assets for their advisers or even family members. They protect their information. Addika uses modern security systems and encryption. Our clients structure their legacy. ",,,,,,,,,,,,,,"Financial Services, Software",2,"Edmundo Elias, Enrique Bonequi",1-10,2,Seed,2020-11-01,,,,Seed,,,,Seed,50000,USD,50000,50000,USD,50000,Corpa Capital,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"83,260",8,,,,,,,,,,,
Kevlara,https://www.crunchbase.com/organization/kevlara,"Apps, Security, Transportation","Estado De México, Campeche, Mexico",The premium transport network in LATAM.,"80,217",Latin America,,Active,2017-09-01,month,,,,,For Profit,https://www.kevlara.com,https://twitter.com/Kevlaraapp,,https://www.linkedin.com/company/28631250/,hello@kevlara.com,,,,"Transportation and personalize security for executives, VIP clients and families. We count with the best security escorts and armored vehicles in LATAM. ",,,,,,,,,,,,,,"Apps, Privacy and Security, Software, Transportation",2,"Emilio Boyd, Frank Terrientes",101-250,2,Early Stage Venture,2018-04-15,800000,USD,800000,Series A,800000,USD,800000,Series A,1000000,USD,1000000,1000000,USD,1000000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"83,458",5,,,,,,,,,,,
