Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),School Method
Capitalizarme,https://www.crunchbase.com/organization/capitalizarme,"Finance, Property Management, Real Estate, Real Estate Investment, Venture Capital","Santiago, Region Metropolitana, Chile",We believe that real estate investing should be accessible to everyone,"46,217",Latin America,$1M to $10M,Active,2012-08-01,month,,,,,For Profit,http://www.capitalizarme.com/,https://twitter.com/capitalizarme,https://www.facebook.com/Capitalizarme,https://www.linkedin.com/company/capitalizarme,info@brickop.com,(303) 835-8181,,,"At Capitalizarme, we serve first time real estate investors by helping them to both (i) minimize the transaction costs associated with finding, purchasing and managing rental property and (ii) make the down payment in a flexible schedule according to fit their particular financial situation.  Our business Model:  1. REAL ESTATE: We buy and improve fully rented affordable multifamily buildings and thereafter sell individual units to first time investors. 2. DIGITAL BROKER: We act as a digital broker between developers and potential buyers and take an on each sale. 3. PROPERTY MANAGEMENT: We offer On property management services. We operate in Chile, Peru and USA. Chile: www.capitalizarme.com Peru: www.capitalizarme.com.pe USA: www.brickop.com",,,,,,,,,,,,,,"Financial Services, Lending and Investments, Real Estate",2,"Diego Garcia, Gabriel Cid",11-50,5,,2017-12-12,1429497,USD,1429497,Venture - Series Unknown,1429497,USD,1429497,Venture - Series Unknown,2629497,USD,2629497,2629497,USD,2629497,"Mountain Nazca, Aurus, Dadneo, Francisco Larrain, Inversiones Romy",4,9,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"47,911",46,,,,,,,,,,,
Denda,https://www.crunchbase.com/organization/denda,E-Commerce,"Santiago, Region Metropolitana, Chile",Denda is an online store that brings together all the products and services that aim to generate well-being in people.,"46,558",Latin America,Less than $1M,Active,2016-06-01,month,,,,,For Profit,http://denda.cl,,https://www.facebook.com/dendamarket/,https://www.linkedin.com/company/denda/,contacto@denda.cl,,1,,"Today, people want to be more sustainable and responsible with the environment, but they do not know where to find products or services that help fulfill this purpose, and in one place. We realized this problem and thus the motivation to create Denda was born, a website that seeks to bring these types of products to people in an innovative way, helping them through a different experience to be more sustainable and improve their quality of life. ""At Denda we offer innovative and useful products that will allow you to improve your quality of life (by saving money, reducing your energy consumption, healthy eating, well-being and comfort), reducing your impact on the environment."" Denda is the first online store that brings together all the products and services that aim to generate well-being in people, distributed in multiple categories ranging from healthy eating to energy-efficient products. Denda is a startup accelerated by ENGIE Factory, the new startup accelerator of the ENGIE group in Latam. Today, Denda is located in Chile and Mexico, but with a view to being an online store with a presence in LATAM in 2017.",,,,,,,,,,,,,,Commerce and Shopping,1,Felipe Parrague,11-50,2,,2019-09-09,1000000,USD,1000000,Venture - Series Unknown,1000000,USD,1000000,Venture - Series Unknown,1000000,USD,1000000,1000000,USD,1000000,"Engie Factory, Dadneo, Sudamerik",2,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"48,265",65,,,,,,,,,,,
Chattigo,https://www.crunchbase.com/organization/chattigo,Information Technology,"Santiago, Region Metropolitana, Chile",The platform to manage all the chats of your company in one place.,"46,836",Latin America,$1M to $10M,Active,2015-02-01,month,,,,,For Profit,http://www.chattigo.com/,https://twitter.com/chattigo_tweet,https://www.facebook.com/ChattigoLatam/,https://www.linkedin.com/company-beta/16263211/,contacto@chattigo.com,+56932759863,,,Chattigo is the platform to manage all the chats of your company in one place.Chattigo offers a unique opportunity to incorporate new digital attention technologies into your business. They invite you to know how they strategically transform your care system.,,,,,,,,,,,,,,Information Technology,1,Ernesto Doudchitzky,11-50,4,Early Stage Venture,2020-09-01,,,,Series A,,,,Series A,2050000,USD,2050000,2050000,USD,2050000,"Alaya Capital Partners, Fen Ventures, Morro Ventures, G2 Momentum Capital",3,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"48,555",26,,,,,,,,,,,
FirstJob.me,https://www.crunchbase.com/organization/firstjob-me,"College Recruiting, Employment, Human Resources, Recruiting","Santiago, Region Metropolitana, Chile",Connects Students and Recend Graduates with Interns and Entry-Level Jobs in Latin America,"47,518",Latin America,Less than $1M,Active,2012-06-06,day,,,,,For Profit,http://www.firstjob.me,http://twitter.com/FirstJobLatam,http://es-la.facebook.com/firstjobCL,http://www.linkedin.com/company/first-job,contacto@firstjob.cl,,1,,"FirstJob.me is the Young Professional's Latin America Marketplace, focused in internships and entry-level positions. We provide Verified Talent to Large Companies, through their integrated system of social recruitment, employer branding, video interview and knowledge test.  We use social networks to reach our job post, improve large companies' employer branding. Every job post are seen by more than 50,000 students and recent graduates. Theye are based in Chile, with operations in Colombia. Nowadays they have more than 100,000 users; 90,000 followers on social networks and sold over USD 300K.  FirstJob.me is support by Wayra Chile ( www.wayra.org ) and 500 Startups Mexico ( www.500mexicocity.com) .",,,,,,,,,,,,,,"Administrative Services, Education, Professional Services",4,"Danilo Naranjo, Jonathan Reyes, Mario Mora, Sofia Giraudo",11-50,6,Seed,2015-06-01,60000,USD,60000,Seed,60000,USD,60000,Seed,155896,USD,155896,214398,USD,214398,"Wayra, 500 Startups, Start-Up Chile",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"49,262",3,,,12,,,,,,,,
Videsk,https://www.crunchbase.com/organization/videsk,"Customer Service, E-Commerce, Meeting Software, SaaS, Sales, Software, Telecommunications, Video Chat, Video Conferencing, Video Streaming","Santiago, Region Metropolitana, Chile",The first plug&play video contact center to provide face-to-face communication experiences between companies and customers.,"47,674",Latin America,,Active,2019-04-01,day,,,,,For Profit,https://videsk.io/,,https://www.facebook.com/Videsk-Official-101334328223724,https://www.linkedin.com/company/videsk,hello@videsk.io,,2,,"Videsk is the first plug & play video-contact-center in the market, making face-to-face communication with your customers through video attentions, directly from your website.   With Videsk you will be able to attend, help, provide support and build customer loyalty, similar to face-to-face attention, but with a 100% digital experience.",,,,,,,,,,,,,,"Commerce and Shopping, Content and Publishing, Hardware, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Other, Professional Services, Sales and Marketing, Software, Video",2,"Andrés Leiva, Matías López",1-10,2,Seed,2021-03-09,40000,USD,40000,Seed,40000,USD,40000,Seed,54000,USD,54000,54000,USD,54000,"Start-Up Chile, CORFO",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"49,424",71,,,,,,,,,,,
Wareclouds,https://www.crunchbase.com/organization/wareclouds-09a2,"E-Commerce, Logistics, Same Day Delivery, Software","Santiago, Region Metropolitana, Chile",Crowdsourcing for ecommerce logistics,"48,224",Latin America,,Active,2020-01-23,day,,,,,For Profit,https://www.wareclouds.com,,,https://www.linkedin.com/company/wareclouds/,arturo@wareclouds.com,+56992997968,,,"Wareclouds puts ecommerce products in their customers hands in a fast and cheap way, by using peoples idle space and time. This people store products and assemble orders in their house, and move packages in their free time.",,,,,,,,,,,,,,"Commerce and Shopping, Software, Transportation",1,Arturo Quiroz,1-10,3,Seed,2020-09-20,100000,USD,100000,Seed,100000,USD,100000,Seed,260000,USD,260000,260000,USD,260000,Start-Up Chile,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"49,998",34,,,,,,,,,,,
Holos Technology,https://www.crunchbase.com/organization/holos-technology,"Artificial Intelligence, Augmented Reality, E-Learning, Software, Virtual Reality","Santiago, Region Metropolitana, Chile",Provides XR and AI services to different verticals,"49,427",Latin America,,Active,2017-12-29,day,,,,,For Profit,https://holos-tech.com/,https://twitter.com/infoholos,,https://www.linkedin.com/company/holos-technology,pvacas@holos.cl,+56-9-6645-8167,1,,"Holos Technology is a creative team specialized in providing technological solutions for people training and process management. From the design and development of management platforms, to the use of immersive virtual reality, augmented reality and artificial intelligence for people training and process management, we provide solutions that improve the productivity of our customers.",,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Education, Hardware, Science and Engineering, Software",,,11-50,1,Seed,2018-01-30,300000,USD,300000,Pre-Seed,300000,USD,300000,Pre-Seed,300000,USD,300000,300000,USD,300000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"51,248",33,,,,,,,,,,,
Wenu Work,https://www.crunchbase.com/organization/wenu-work,"Energy, Energy Efficiency, Energy Management, Hardware, Internet of Things, Smart Building, Smart Cities, Software","Santiago, Region Metropolitana, Chile",IoT hardware and software development for monitoring electrical consumption within companies.,"50,478",Latin America,Less than $1M,Active,2016-02-26,day,,,,,For Profit,http://www.wenuwork.cl,https://twitter.com/wenuwork?lang=es,https://www.facebook.com/WenuWork/,https://www.linkedin.com/company/wenu-work/?originalSubdomain=cl,danielw@wenuwork.cl,+56995701092,,,"Wenu Work developed IoT technology in order to help companies become more productive and sustainable, through energy efficiency. With easy-to-install sensors and user-friendly platforms, Wenu Work provides valuable tools in order to enable better decision making within companies in terms of energy efficiency, operational efficiency of critical assets, energy cost allocation throughout the business units across a company, communication to stakeholders regarding sustainability, etc.",,,,,,,,,,,,,,"Energy, Hardware, Internet Services, Real Estate, Software, Sustainability",1,Daniel Waintrub,11-50,3,Seed,2018-12-12,1050000,USD,1050000,Seed,1050000,USD,1050000,Seed,1550000,USD,1550000,1580000,USD,1580000,"Engie, Start-Up Chile, Genesis Ventures, Engie Factory, Imagine Lab",3,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"52,338",24,,,,,,,,,,,
PEGASI International,https://www.crunchbase.com/organization/pegasi-international,"Artificial Intelligence, Big Data, Enterprise Resource Planning (ERP), Health Care, Information Technology, Machine Learning, Software","Santiago, Region Metropolitana, Chile","We manage Healthcare information smartly, creating Business Intelligence with Big Data mining and Machine Learning","50,692",Latin America,$1M to $10M,Active,2019-08-12,day,,,,,For Profit,http://www.pegasi.io,https://twitter.com/pegasi_med,http://www.facebook.com/pegasimed,https://www.linkedin.com/company/pegasi-med,info@pegasi.io,+56941545301,,,"PEGASI makes Healthcare information accesible, clear and secure for Latin America, and aggregates non-sensitive Big Data into Healthcare Business Intelligence (BI) as a tool for accelerating regional development. Our main objective: to improve Healthcare services quality for every Latin American patient. We created 20/20, a Latin HIPAA-Compliant HIS/ERP platform, to harbor over 50,000,000 patient records through a SaaS model.",,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",2,"José Santiago, Luis Santiago",11-50,3,Seed,2020-04-01,20000,USD,20000,Pre-Seed,20000,USD,20000,Pre-Seed,182000,USD,182000,182000,USD,182000,"StartUp Health, Katapult Accelerator",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"52,555",36,,,,,,,,,,,
Mesa,https://www.crunchbase.com/organization/mesa-4c8e,"Food and Beverage, Mobile Apps, Reservations, Restaurants","Santiago, Region Metropolitana, Chile",Mesa helps restaurants attract customers at off-peak times and maximize their revenue through an app with time-based discounts.,"50,761",Latin America,,Active,2017-06-01,day,,,,,For Profit,https://www.reservamesa.cl/,https://twitter.com/AndreaLiaoL,https://www.facebook.com/mesachile,https://www.linkedin.com/company/reservamesa/,hola@reservamesa.cl,,16,,"Mesa helps restaurants attract customers at off-peak times and maximize their revenue through an app with dynamic, time-based discounts. Restaurants are able to fill their empty tables, while users are able to eat at restaurants with discounts -- the more off-peak, the bigger the discount.",,,,,,,,,,,,,,"Apps, Events, Food and Beverage, Media and Entertainment, Mobile, Software",2,"Andrea Liao, Jure Brkinjač",1-10,4,Seed,2020-04-22,35000,USD,35000,Seed,35000,USD,35000,Seed,380000,USD,380000,380000,USD,380000,"Start-Up Chile, CORFO",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"52,633",45,2,"2,352",,,,,,,,,
Bambinotes,https://www.crunchbase.com/organization/bambinotes,"Education, Internet, Web Development","Santiago, Region Metropolitana, Chile","It is a platform for online and private communication, where preschools can maintain better communication with families.","52,813",Latin America,$1M to $10M,Active,2012-01-01,year,,,,,For Profit,http://www.bambinotes.com,https://twitter.com/go_familink,https://www.facebook.com/mybambinotes/,https://www.linkedin.com/company/familink/,ayuda@bambinotes.com,+56996497357,,,"Bambinotes is a platform for online and private communication, where preschools can maintain better communication with families. Bambinotes has created a unique and powerful connection between parents and children in their first stage of education, involving the family in the development and educational process in a regular and timely manner; Helping in this way cots, nurseries, nests and kindergartens with an effective way to keep the information updated for the family. ",,,,,,,,,,,,,,"Education, Internet Services, Software",2,"Ariel Matus, Hernan Schmidt",1-10,4,Seed,2018-01-14,,,,Seed,,,,Seed,25000000,CLP,48987,273849,USD,273849,"Wayra, Ibtikar Fund",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"54,771",20,10,511,13,,,,,,,,
Dank,https://www.crunchbase.com/organization/dank-2e70,"FinTech, Information Technology","Santiago, Region Metropolitana, Chile",Dank is a Fintech Startup that focuses on working in the fields of SME industry.,"53,226",Latin America,,Active,2019-08-01,month,,,,,For Profit,http://www.dank.cl,https://twitter.com/Neo_Dank,https://www.facebook.com/DANK-103858721161079,https://www.linkedin.com/company/neodank/,hola@dank.cl,,1,,"Dank is an information technology company that focuses on working in the fields of the SME industry. The company features a  digital bank for entrepreneurs that seeks to be the operating system of daily life for business. Dank was founded in 2019 and headquartered in Region Metropolitana, Chile.",,,,,,,,,,,,,,"Financial Services, Information Technology",3,"Hector Aravena, Herbert Schulz, Mario Ortiz",1-10,1,Seed,2019-08-03,420000,USD,420000,Pre-Seed,420000,USD,420000,Pre-Seed,420000,USD,420000,420000,USD,420000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"55,198",16,,,,,,,,,,,
Triciclos,https://www.crunchbase.com/organization/triciclos,"CleanTech, Environmental Consulting","Santiago, Region Metropolitana, Chile","Generate capabilities , spaces and procedures to take charge of our waste responsibly providing materials.","53,977",Latin America,Less than $1M,Active,2009-01-01,year,,,,,For Profit,http://www.triciclos.cl,https://www.twitter.com/triciclosbrasil,https://www.facebook.com/TriCiclos,https://www.linkedin.com/company/triciclos,contacto@triciclos.cl,+56222635173,1,,"We generate capabilities , spaces and procedures to take charge of our waste responsibly providing materials that can be recycled in the domestic market . We create opportunities to change the way we view and treat our waste . Everyone can be a part , just enough to want to participate!",,,,,,,,,,,,,,"Professional Services, Sustainability",1,Gonzalo Muñoz,11-50,1,,2018-05-03,2600000,USD,2600000,Venture - Series Unknown,2600000,USD,2600000,Venture - Series Unknown,2600000,USD,2600000,2600000,USD,2600000,"FCP Emprendimiento e Innovación SP, Small Giants Australia, MOV Investimentos, FIS_Ameris, William McDonough",1,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"55,979",6,,,1,,,,,,,,
Solarity Energía,https://www.crunchbase.com/organization/solarity-energ-a,"Clean Energy, Electrical Distribution, Energy, Solar","Santiago, Region Metropolitana, Chile",Solarity revolutionize the delivery of solar energy across Latin America.,"54,094",Latin America,,Active,2014-03-02,day,,,,,For Profit,http://www.solarityenergia.com,http://twitter.com/SolarityCL,http://www.facebook.com/solarityenergia,,contacto@solarityenergia.com,,,,"Solarity revolutionize the delivery of solar energy to homes and businesses across Latin American. They design, finance, install and operates small and medium size photovoltaic installations. They sell clean electricity cheaper than the utility. Solarity finance the equipments, generating savings from day one in your electricity bill. Key customers are commercial/industrial clients who pays high electric rates and have mid/big size rooftops where solar systems can be installed.",,,,,,,,,,,,,,"Energy, Natural Resources, Sustainability",2,"Jose Luis Carvallo, Samuel del Sol",1-10,2,Early Stage Venture,2017-08-14,8000000,USD,8000000,Series A,8000000,USD,8000000,Series A,8650000,USD,8650000,8650000,USD,8650000,SCL Energia,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"56,107",4,,,,,,,,,,,
Fen Ventures,https://www.crunchbase.com/organization/fen-ventures,Venture Capital,"Santiago, Region Metropolitana, Chile",Fen Ventures is a venture capital firm based in Latin America that finances seed and early stage investments.,"54,227",Latin America,,Active,,,,,,,,http://www.fenventures.com,http://twitter.com/FenVentures,,https://www.linkedin.com/company/fen-ventures,contacto@fenventures.com,,5,Crunchbase Venture Program,,"Micro VC, Venture Capital","Early Stage Venture, Seed",10,13,8,,,,,,,,,"Financial Services, Lending and Investments",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"56,245",28,,,,,,,,,,,
Ceptinel,https://www.crunchbase.com/organization/ceptinel,"Commercial, Compliance, Financial Services, FinTech, Information Technology, Risk Management","Santiago, Region Metropolitana, Chile",A fintech company that specializes in regulatory technology.,"54,245",Latin America,Less than $1M,Active,2016-01-01,year,,,,,For Profit,https://ceptinel.com/en,,,https://www.linkedin.com/company/ceptinel/,info@ceptinel.com,,,,"Ceptinel is a FinTech company based in Chile, founded in 2016 and specialized in regulatory technology (RegTech). They are focused on providing financial institutions with monitoring tools and support for compliance with regulatory requirements. Their team are conformed by a group of engineers and analysts with experience in financial area, who have participated as service providers for areas of Information Technology, Commercial Management and Business Management.",,,,,,,,,,,,,,"Financial Services, Information Technology, Other, Professional Services",4,"Andres Sanhueza Aguirre, Katherine Hellman, Miguel Fuentes, Paola Rodríguez Zuccone",1-10,1,,2018-05-03,1000000,USD,1000000,Venture - Series Unknown,1000000,USD,1000000,Venture - Series Unknown,1000000,USD,1000000,1000000,USD,1000000,HCS Capital Partners,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"56,263",23,,,,,,,,,,,
Karün,https://www.crunchbase.com/organization/karün,"E-Commerce, Eyewear, Fashion, Lifestyle","Curaco De Velez, Los Lagos, Chile",Karün is a sustainable eyewear company that makes frames from recycled materials.,"55,367",Latin America,Less than $1M,Active,2012-01-01,year,,,,,For Profit,https://karunworld.com/,https://twitter.com/karunworld,https://www.facebook.com/KarunWorld/,https://www.linkedin.com/company/kar%C3%BCn/,,,3,,"Karün is an eyeglasses company that makes frames from recycled materials.Their design perspective unites the love of nature with our deep interest in generating a tangible change as a way to respond to the problems we have as a society. Their designs are of simple but attractive lines and are designed to be used in various environments, always using reclaimed, natural and noble materials, so that they enhance the experience when used in outdoor activities.",,,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Consumer Goods, Design",1,Thomas Kimber,11-50,3,Early Stage Venture,2020-06-26,4000000,USD,4000000,Series A,4000000,USD,4000000,Series A,6810000,USD,6810000,6810000,USD,6810000,"Blue, Ashurst, Luna",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"57,428",,,,12,,,,,,,,
Yu-Track,https://www.crunchbase.com/organization/yu-track,"Big Data, Business Intelligence, Enterprise Software, GPS, Mobile, SaaS, Sales Automation, Software","Santiago, Region Metropolitana, Chile",Yu-Track is a Field Sales Force Automation Software,"56,919",Latin America,$1M to $10M,Active,2015-09-10,day,,,,,For Profit,http://yu-track.com,,https://www.facebook.com/yutrack/?fref=ts,https://www.linkedin.com/company/yu-track?trk=top_nav_home,contacto@yu-track.com,+56962296117,,,"Yu-Track is a Field Sales Force Automation management tool (SFA), specially designed for small and medium-sized companies, that gives visibility of the activities and performance of field employees. Yu-Track mobile Application, uses the smartphone GPS, to automatically Check-in and Check-out, every time one of the employees, arrives at a specific meeting. Using business intelligence, in a reliable and smart way, we can display KPI´s and reports in our Dashboard.  That allows better understanding, for strategic decision making. We see a huge potential in syncing up Yu-Track with any CRM or ERP software because it will automatically update the data, avoiding mistakes and saving time. The process will become simpler by showing where the leads are and their hierarchy, the routes for field employees are more efficient and planning visits, will never be a problem again. We will create a version of Yu-Track as an Ad-Inn for CRM software and offer our powerful API for other services.",,,,,,,,,,,,,,"Data and Analytics, Hardware, Information Technology, Mobile, Navigation and Mapping, Sales and Marketing, Software",1,Nicholas Iakl,11-50,2,Seed,2016-11-08,250000,USD,250000,Seed,250000,USD,250000,Seed,400000,USD,400000,400000,USD,400000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"59,059",59,6,13,34,,,,,,,,
Mediastream,https://www.crunchbase.com/organization/mediastream,"Digital Media, Information Services, Information Technology, Video, Video Streaming","Santiago, Region Metropolitana, Chile","Desde el 2007 especialistas en streaming, una empresa integral desde la captura, distribución, diseño de interfaz y experiencia de usuario.","57,622",Latin America,Less than $1M,Active,2007-02-01,day,,,,,For Profit,http://mediastre.am,http://twitter.com/mediastream,https://www.facebook.com/mediastreamspa,https://www.linkedin.com/company/mediastream-chile/,contacto@mediastre.am,+55 11 5504 1899,4,,"Desde el 2007 especialistas en streaming, una empresa integral desde la captura, distribución, diseño de interfaz y experiencia de usuario. Una solución completa. Creemos fuertemente que el streaming es una herramienta para comunicar y crear medios. Más de 250 mil horas de streaming en vivo, más 60 millones de usuarios nos han visto en todo el mundo, para sobre 70 marcas importantes.",,,,,,,,,,,,,,"Content and Publishing, Information Technology, Media and Entertainment, Video",1,Luis Ahumada,51-100,1,Early Stage Venture,2014-01-24,1700000,USD,1700000,Series A,1700000,USD,1700000,Series A,1700000,USD,1700000,1700000,USD,1700000,Scale Capital,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"59,787",64,11,"83,968",41,,,,,,,,
AgroUrbana,https://www.crunchbase.com/organization/agrourbana,"Agriculture, AgTech","Santiago, Region Metropolitana, Chile",Agrourbana is the Vertical Agriculture company.,"57,658",Latin America,,Active,2018-01-01,year,,,,,For Profit,http://agrourbana.ag/,,,https://www.linkedin.com/company/agrourbana,,,2,,Agrourbana is the Vertical Agriculture company. It produce the best vegetables by applying advanced technology and responsible processes with the environment and people.,,,,,,,,,,,,,,Agriculture and Farming,,,1-10,2,Seed,2020-06-22,1000000,USD,1000000,Seed,1000000,USD,1000000,Seed,1000000,USD,1000000,1000000,USD,1000000,"Ideas Impact VC, CLIN",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"59,823",28,,,,,,,,,,,
Guarnic,https://www.crunchbase.com/organization/guarnic,"Mobile, Real Time, Security","Santiago, Region Metropolitana, Chile",Guarnic is a developer of mobile solutions that make security personal more efficient and effective for your business.,"57,851",Latin America,Less than $1M,Active,2012-01-01,year,,,,,For Profit,http://www.guarnic.com/,http://twitter.com/guarnicapp,http://www.facebook.com/guarnic,http://www.linkedin.com/company/guarnic,contacto@guarnic.com,+541160919162,,,"Guarnic somos los desarrolladores de la aplicación móvil creada para empresas de seguridad. Esta aplicación permite tener un seguimiento detallado en tiempo real de los agentes de seguridad en terreno, acompañado de una serie de herramientas que permite tener un mayor control del personal y sus deberes. Los principales beneficios de incorporar Guarnic en la supervisión de su empresa son reportes de alto nivel de precisión, transparencia y eficiencia operacional.",,,,,,,,,,,,,,"Mobile, Other, Privacy and Security",1,Lisandro Pavetti,1-10,2,Seed,2015-03-01,60000000,CLP,97171,Grant,40000,USD,40000,Seed,40000,USD,40000,137171,USD,137171,"Wayra, Start-Up Chile",,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"60,020",51,,,16,,,,,,,,
AgendaPro,https://www.crunchbase.com/organization/agendapro,"Beauty, Internet, SaaS, Wellness","Santiago, Region Metropolitana, Chile",AgendaPro is all-in-one web-based management platform for beauty/health-related businesses in Latin America such as Salons and Spas,"57,897",Latin America,,Active,2012-12-12,day,,,,,For Profit,http://www.agendapro.com,https://www.twitter.com/agendapro_cl,https://www.facebook.com/agendapro?ref=br_tf,https://www.linkedin.com/in/agenda-pro-belleza-salud/,contacto@agendapro.com,569-9969-0558,1,,"AgendaPro is all-in-one web-based management platform for beauty/health-related businesses in Latin America such as Salons, Spas, Esthetic Clinics, and Doctors. The all-in-one platform allow our customers not only to manage online appointments, but also helps them with their cash management, inventory management , marketing campaigns, loyalty programs, and customer relationship management (CRM), so they can focus on giving the best service to their own customers.",,,,,,,,,,,,,,"Consumer Goods, Health Care, Internet Services, Software",3,"Julio Guzmán, Matías Ulloa, Nicolás Rossi",51-100,3,Seed,2017-06-01,,,,Seed,,,,Seed,50000,USD,50000,100000,USD,100000,"Fen Ventures, CORFO",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"60,067",9,158,"13,072",22,,,,,,,,
