Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),School Method
PickcioChain,https://www.crunchbase.com/organization/pickciochain,"Database, Information Technology, Telecommunications","Lausanne, Vaud, Switzerland",PikcioChain is a Blockchain-based exchange for personal data.,"46,925",,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://pikciochain.com,https://twitter.com/pikciochainpkc,,https://www.linkedin.com/company/2459873/,,,3,,"Pikcio has been designed to store, secure, verify and certify data while ensuring the data source retains full control of their information at all times.  Pikcio lets the user choose how to share their data, who to share it with, while also providing them with the opportunity to be paid for its use.  By empowering the individual, Pikcio creates certainty for businesses. As the regulatory spotlight focuses on the data industry, companies need to find efficient ways to comply with new rules like the EU's GDPR directive, and they need to know that the data they're buying is both authentic and legally available.  Pikcio creates the trust that's needed to trade data in confidence.",,,,,,,,,,,,,,"Data and Analytics, Hardware, Information Technology, Software",3,"Didier Collin de Casaubon, Fabien Bucamp, Jorick Lartigau",11-50,2,,2018-01-23,3000000,USD,3000000,Initial Coin Offering,3000000,USD,3000000,Initial Coin Offering,9000000,USD,9000000,9000000,USD,9000000,NEO,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"48,646",24,,,,,,,,,,,
Bloomio,https://www.crunchbase.com/organization/bloomio,"Financial Exchanges, Financial Services, Venture Capital","Zug, Zug, Switzerland",Bloomio is a seed stage crowdfunding capital based on blockchain technology.,"47,163",,,Active,2017-01-01,year,,,,,For Profit,http://www.bloomio.com,https://twitter.com/Bloomioplatform,https://www.facebook.com/bloomioplatform/,https://www.linkedin.com/company/bloomio/,info@bloomio.com,,7,,"Bloomio works on redesigning the venture capital industry. Bloomio provides a digital investment platform, that connects early-stage startups with individual investors and venture funds. The platform allows startup founders to raise capital by tokenizing equity, and gives investors a possibility to trade startup stakes through a secure blockchain-based marketplace. Traditional VC investors mainly focus on larger deal sizes of more than $100K, leaving small room for individual investors to enter the early stage startup market. Our vision is to disrupt the traditional fund-raising model for startups by enabling individual investors to tap into the venture capital arena with a small ticket size starting from just around hundred dollars.  To enter the platform, startups must either undergo a scoring process by 3rd party analysts or make specific disclosures so as to provide enough information to potential investors. Once listed on the Bloomio platform, a startup, instead of pitching VCs, can start its next investment round in just one mouse click, saving precious time and efforts for other tasks.",,,,,,,,,,,,,,"Financial Services, Lending and Investments",3,"Alexey Raevsky, Mark Shmulevich, Max Lyadvinsky",11-50,3,Seed,2019-10-11,800000,CHF,802507,Seed,800000,CHF,802507,Seed,2200000,CHF,2247086,2200000,CHF,2247086,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"48,894",30,,,32,1,3,Computing; Calculating,Advertising; business,,,,
Swisscom,https://www.crunchbase.com/organization/swisscom,"Information Technology, Telecommunications","Worblaufen, Bern, Switzerland","Swisscom, Switzerland’s leading telecoms company and one of its leading IT companies, is headquartered in Ittigen.","47,282",,$1B to $10B,Active,1998-01-01,year,2003-03-14,day,,,For Profit,https://www.swisscom.ch,https://twitter.com/swisscom_de,https://www.facebook.com/Swisscom,https://www.linkedin.com/company-beta/2715,,0800 800 800,792,,"Swisscom, Switzerland’s leading telecoms company and one of its leading IT companies, is headquartered in Ittigen, close to the capital city Berne. Swisscom’s international activities are concentrated mainly in Italy, where its subsidiary Fastweb is one of the biggest broadband providers. Around 21,500 employees achieve a revenues of  CHF 2.89 billion to the end of the 1st Quarter 2016. Swisscom is one of the most sustainable companies in Switzerland and Europe.",,,11,13,2,3,3,,,,,,,"Hardware, Information Technology",,,10001+,1,IPO,2001-05-02,,,,Undisclosed,,,,Undisclosed,,,,,,,Vodafone,1,1,18,Made Acquisitions,,,,,,,,,,,,Public,2003-03-14,,,,,,,,,SCMN,https://www.crunchbase.com/ipo/swisscom-ipo--1d7a0380,SWX - SIX Swiss Exchange,,22,"49,017",146,3,,30,191,39,Electric Communication Technique,Telecommunications,,,,
Positrigo,https://www.crunchbase.com/organization/positrigo,Medical Device,"Zürich, Zurich, Switzerland","Positrigo is a company dedicated to the development, production, and sales of dedicated brain positron emission tomography (PET) scanners.","47,294",,,Active,2018-01-01,year,,,,,For Profit,https://www.positrigo.com/,https://twitter.com/positrigo,https://www.facebook.com/positrigo,https://www.linkedin.com/company/positrigo,info@positrigo.com,+41 44 633 2023,8,,"Positrigo is a company dedicated to the development, production, and sales of dedicated brain positron emission tomography (PET) scanners.",,,,,,,,,,,,,,Health Care,2,"Jannis Fischer, Max Ahnen",1-10,7,Early Stage Venture,2020-07-10,3900000,CHF,4142884,Series A,3900000,CHF,4142884,Series A,4020000,CHF,4263289,6790890,USD,6790890,"Venture Kick, European Innovation Council, Zürcher Kantonal Bank, ETH Zurich Foundation, 4FO Ventures",3,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"49,029",22,,,,,,,,,,,
Nomady,https://www.crunchbase.com/organization/nomady,"Leisure, Tourism","Schwyz, Schwyz, Switzerland",Nomady offers to book campsite or make some money renting out your own campsite.,"47,593",,,Active,2019-01-01,year,,,,,,https://www.nomady.ch/,,https://www.facebook.com/Nomadycamp-109827423963519,https://www.linkedin.com/company/naotak/,hello@nomady.ch,,,,Nomady offers to book campsite or make some money renting out your own campsite.,,,,,,,,,,,,,,"Community and Lifestyle, Travel and Tourism",,,1-10,1,Seed,2021-02-03,140000,USD,140000,Seed,140000,USD,140000,Seed,140000,USD,140000,140000,USD,140000,Innovationsstiftung der SZKB,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"49,344",,,,,,,,,,,,
CARU,https://www.crunchbase.com/organization/caru-e7b2,"Consumer Electronics, Internet of Things","Zürich, Zurich, Switzerland",CARU is the first emergency communication system that combines latest sensor technology and elegant design.,"47,632",,Less than $1M,Active,2017-01-01,year,,,,,For Profit,https://caruhome.com/en/,https://twitter.com/CARUhome,https://www.facebook.com/pg/caruhome/,https://www.linkedin.com/company/caru-ag/,hallo@caruhome.com,41 44 512 13 75,2,,"CARU is the first emergency communication system that combines latest sensor technology and elegant design. CARU is a smart alarm system for apartments. By using latest technology, she is able to notice, whether something is wrong and gets help. CARU stays in the background and respects the user’s privacy. Yet, she is always around and ensures safety in everyday life. It should be simple and natural to get help in an emergency. And an emergency system should not be invasive or burdensome. Therefore, CARU is not worn on the body and does not need to be charged. On the contrary, CARU looks stylish and is fully functioning without maintenance.",,,,,,,,,,,,,,"Consumer Electronics, Hardware, Internet Services",2,"Susanne Dröscher, Thomas Helbling",11-50,2,,2019-08-23,2400000,EUR,2694207,Grant,,,,Venture - Series Unknown,,,,2400000,EUR,2694207,AAL Programme,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"49,380",25,,,,1,1,Signalling,Scientific and electric apparatus and instruments,,,,
MapTiler,https://www.crunchbase.com/organization/maptiler,"Information Technology, Internet, Software","Zug, Zug, Switzerland",Software platform for building digital maps. Street and satellite maps of entire world ready for integration and redistribution.,"47,749",,Less than $1M,Active,2020-05-06,day,,,,,For Profit,https://www.maptiler.com/,https://www.twitter.com/maptiler/,https://www.facebook.com/maptiler/,https://www.linkedin.com/company/maptiler,info@maptiler.com,,7,,,,,,,,,,,,,,,,"Information Technology, Internet Services, Software",1,Petr Pridal,11-50,1,Seed,2020-05-06,100000,CHF,102485,Pre-Seed,100000,CHF,102485,Pre-Seed,100000,CHF,102485,100000,CHF,102485,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,6,"49,502",24,,,,,,,,,,,
emonitor,https://www.crunchbase.com/organization/emonitor-gmbh,"Big Data, Finance, Property Management, Real Estate, SaaS, Software","Saint Gallen, Sankt Gallen, Switzerland","Every person needs a home. We connect people and their homes. B2B, SaaS, CRM","47,804",,Less than $1M,Active,2016-09-23,day,,,,,For Profit,http://emonitor.ch,https://twitter.com/eMonitorCH,https://www.facebook.com/emonitorCH,https://www.linkedin.com/company/10580158/,hello@emonitor.ch,(433) 179-215,,,"emonitor offers a complete set of tools for the real estate marketers, agents, developers, asset managers, investors and (city) planners to bring people and their homes together.",,,,,,,,,,,,,,"Data and Analytics, Financial Services, Real Estate, Software",5,"André Wolfensberger, Christoph Craviolini, Corinna Heye, Daniel Baur, Marcel Wehrle",11-50,2,Early Stage Venture,2019-06-25,1060000,CHF,1087303,Series A,1060000,CHF,1087303,Series A,1110000,CHF,1138105,1110000,CHF,1138105,"Alpana Ventures, Platanus Holding, Startfeld foundation",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"49,560",50,,,19,,,,,,,,
HAYA Therapeutics,https://www.crunchbase.com/organization/haya-therapeutics,"Biopharma, Biotechnology, Health Care, Medical","Lausanne, Vaud, Switzerland",HAYA Therapeutics is a biopharmaceutical company that specializes in treating heart failure diseases.,"47,850",,,Active,2017-01-01,year,,,,,For Profit,http://hayatx.com/,https://twitter.com/HaYaTherapx,,https://www.linkedin.com/company/haya-therapeutics/,,,1,,"HAYA Therapeutics is a developer of RNA-based therapeutics created to treat heart failure. The company's therapeutics utilizes biopharmaceutical therapy to target a heart specific regulator of fibrosis, the long noncoding RNA, enabling physicians to to block myocardial fibrosis and treat heart failure.",,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",2,"Daniel Blessing, Samir Ounzain",1-10,5,Seed,2019-08-14,100000,CHF,102718,Debt Financing,100000,CHF,100762,Pre-Seed,100000,CHF,100762,230000,CHF,235229,"MassChallenge, Venture Kick",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"49,611",11,,,,,,,,,,,
Eventerprise,https://www.crunchbase.com/organization/eventerprise,"Cloud Data Services, E-Commerce Platforms, Event Management, Events, Marketplace, Subscription Service","Zürich, Zurich, Switzerland",Eventerprise is the go-to platform for people that want to host events.,"47,879",,Less than $1M,Active,2015-09-01,day,,,,,For Profit,http://www.eventerprise.com/,https://twitter.com/EventerpriseAG,https://www.facebook.com/eventerprise/,https://www.linkedin.com/company/eventerprise-com/,charlie@eventerprise.com,+1 (415) 966-6668,44,Pledge 1%,"Eventerprise.com is the go-to platform (market place) for people (you and I, private or corporate) wanting to host events (of any kind), by helping them find the best qualified event professionals and vendors of event services, products and venues, via pinpoint search results, transparent reviews, and a fast, efficient quotation process, irrespective of size, function, type or budget. A tech company on a mission to connect the world of events, it does this by ensuring technology is accessible, inclusive and affordable across an underserved market. Eventerprise makes it easier to create memorable experiences by helping everyone find the best vendors, venues and event professionals, all on one platform.",,,,,,,,,,,,,,"Commerce and Shopping, Events, Information Technology, Internet Services, Media and Entertainment, Other",3,"Birgit Thümecke, Charlie Wright, Götz Thümecke",11-50,3,Seed,2019-01-01,916000,USD,916000,Seed,916000,USD,916000,Seed,2301000,USD,2301000,2301000,USD,2301000,"Greg Lawless, Charlie Wright, Götz Thümecke, Michiel and Claudia Schroëder, Tony Nobbs",,17,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"49,642",26,,,53,0,3,,Scientific and technological services,,,,
Enuu,https://www.crunchbase.com/organization/enuu,"CleanTech, Electric Vehicle, GreenTech, Last Mile Transportation, Transportation","Biel, Bern, Switzerland",Enuu offers a sharing service for the last mile using light electric vehicles and a revolutionary advertising platform.,"47,883",,Less than $1M,Active,2017-01-01,month,,,,,For Profit,http://www.enuu.ch,,,,,,1,,Enuu offers a sharing service for the last mile using light electric vehicles and a revolutionary advertising platform.,,,,,,,,,,,,,,"Sustainability, Transportation",2,"Luca Placi, Yoann Loetscher",11-50,2,Seed,2019-09-10,1400000,USD,1400000,Seed,1400000,USD,1400000,Seed,1610000,USD,1610000,1610000,USD,1610000,"VAS Ventures, ACE Investment Partners Ltd.",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"49,646",23,,,,,,,,,,,
Pristem,https://www.crunchbase.com/organization/pristem,"Health Care, Medical","Ecublens, Vaud, Switzerland","Pristem is a swiss medtech company providing robust, cost-effective, easy and safe medical systems, designed for primary health care.","47,933",,Less than $1M,Active,2015-01-01,year,,,,,For Profit,http://pristem.com,,,https://www.linkedin.com/company/prystem,,41 (0)21 552 60 26,,,"Pristem is an international company which offers its customers access to world-class medical technologies specifically designed for their unique environments. Swiss quality and innovation are combined in their pioneering approach in order to open new global markets and address major Global Health issues, starting with the lack of access to medical imaging for two thirds of humanity. Pristem has a Global reach and the client proximity required to maximize impact in a sustainable and scalable way.",,,,,,,,,,,,,,Health Care,3,"Bertrand Klaiber, Hubert Blanchard, Stéphane Velan",1-10,3,,2018-08-31,14000000,CHF,14461301,Venture - Series Unknown,14000000,CHF,14461301,Venture - Series Unknown,14000000,CHF,14461301,14030000,CHF,14492867,"Venture Kick, Blaise Mentha",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"49,697",25,,,,0,1,,Scientific and electric apparatus and instruments,,,,
OneVisage,https://www.crunchbase.com/organization/onevisage,"FinTech, Information Technology","Lausanne, Vaud, Switzerland",OneVisage is a swiss start-up which aims to become a leading digital identity service provider.,"48,049",,$1M to $10M,Active,2013-01-01,year,,,,,For Profit,http://onevisage.com,https://twitter.com/onevisagesa,,https://www.linkedin.com/company/onevisage,jobs@onevisage.com,+41215667055,3,,"One Visage is a cyber security company that offers a digital identity platform for financial services, and  identity and access management providers, and integrators and mobile operators. The company makes use of their proprietary 3DAuth digital identity technology that can be installed on any consumer mobile phone instead of the current password-based and biometric solutions. One Visage is found in 2013 and is based in Switzerland.",,,,,,,,,,,,,,"Financial Services, Information Technology",2,"Christophe Remillet, Ronni Guggenheim",1-10,3,Seed,2018-06-27,400000,CHF,401324,Debt Financing,,,,Seed,,,,410000,CHF,411688,"Venture Kick, Foundation for Technological Innovation (FIT), Alpana Ventures, SICPA, Polytech Ventures",3,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,2,"49,814",30,,,7,3,2,Computing; Calculating,Scientific and electric apparatus and instruments,,,,
Virtual i Technologies,https://www.crunchbase.com/organization/virtual-i-technologies,"Artificial Intelligence, Financial Services, Information Technology, Insurance","Zürich, Zurich, Switzerland",Virtual i Technologies enables the insurance industry to move from good faith-based underwriting to data-based dynamic decision making.,"48,097",,,Active,2018-01-01,month,,,,,For Profit,https://www.virtualitechnologies.com/,,,https://www.linkedin.com/company/virtualitechnologies/,info@virtualitechnologies.com,+971 56 640 7679,1,,"Virtual i lets insurance industry see the risks. We believe EACH risk should be seen and assessed before it is insured. We bring a simple answer to a complex, unsolved current problem. We believe that EACH AND EVERY risk should be seen and assessed, either by computer eye or by human eye. We prefer by both. Our mission is to democratize high-quality and normally expensive services such as risk engineering and loss prevention and to allow business owners to access loss prevention advisory services, thus ensuring their business continuity in difficult times. We trust that small and medium enterprises are the basis of sustainable growth and want them to survive and prosper. We do not use big words, but do big things. We enable the insurance industry to move from good faith-based underwriting to data-based dynamic decision making. Our solutions are unique and affordable, tech-based, bringing your business immediate, visible results. We achieve cost savings for insurers, that will be able to work with any risk engineer anywhere in the world without the need to travel to the site of the project. With our tools our clients manage to highlight more risks during the underwriting process and thus the probability of picking up a bad risk is reduced. Loss ratio dropped by up to 12% after using our proprietary platform - Virtual Risk Space™. Clients who tested us could measure up to 40% workload efficiency improvement in their technical team (underwriters, risk engineers etc). They managed to obtain up to 100% visibility and control over their portfolio. To implement Virtual Risk Space™ in your company, no change management and no change/ adaptation of IT systems is required. A simple training of your staff will do. Our tool is very smart and friendly. Our service is available immediately. It takes about a week to have it working in your company. See here details of Virtual Risk Space™, that allows structured data collection and quick objective scientific risk assessment: https://virtualitechnologies.com/vrs Virtual i is now developing capabilities powered by artificial intelligence and machine learning and has filed patents that will transform the way the insurance industry carries out risk engineering assessments.",,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software",1,Veysel Sinan Geylani,11-50,3,Seed,2020-03-06,895000,CHF,955218,Seed,895000,CHF,955218,Seed,1633000,CHF,1697084,1818000,CHF,1893566,"DIFC FinTech Hive, Falcon Network",,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"49,864",19,,,,0,0,Computing; Calculating,,,,,
Endosense,https://www.crunchbase.com/organization/endosense,"Biotechnology, Health Care, Medical Device, Therapeutics","Geneva, Geneve, Switzerland",Endosense is a medical tech company focused on improving the reproducibility of catheter ablation for the treatment of cardiac arrhythmias.,"48,144",,$100M to $500M,Active,2003-01-01,year,2013-08-13,day,,,,http://www.endosense.com,http://twitter.com/TactiCath,,https://www.linkedin.com/company/endosense,info@endosense.com,41 22 306 19 60,8,,"Endosense is a medical technology company focused on improving the efficacy, safety and reproducibility of catheter ablation for the treatment of cardiac arrhythmias. Granted the CE mark in May 2009, Endosense's TactiCathÂ® is the first and only force-sensing ablation catheter to give physicians a real-time, objective measure of contact force during the catheter ablation procedure. It has undergone considerable pre-clinical and clinical testing, the results of which have created a solid foundation of evidence supporting the feasibility, safety and value of contact force sensing during catheter ablation.",,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",1,Giovanni Leo,51-100,5,M&A,2013-11-27,37400000,CHF,41185254,Series C,37400000,CHF,41185254,Series C,141536164,USD,141536164,141536164,USD,141536164,"VI Partners, 3i Group, Sectoral Asset Management, Gimv, Andera Partners",2,11,,Was Acquired,Endosense acquired by St. Jude Medical,https://www.crunchbase.com/acquisition/st-jude-medical-acquires-endosense--cd037bfa,St. Jude Medical,https://www.crunchbase.com/organization/st-jude-medical,2013-08-13,day,170000000,USD,170000000,Acquisition,,Private,,,,,,,,,,,,,,,"49,915",8,,,1,9,3,Medical Or Veterinary Science; Hygiene,Medical apparatus and instruments,,,,
CurioInvest,https://www.crunchbase.com/organization/curio-edc3,"Blockchain, FinTech, Stock Exchanges, Wealth Management","Zug, Zug, Switzerland",CurioInvest opens access to investors in publicly listed collectables assets starting with vetted fine cars and more,"48,235",,,Active,2018-05-01,month,,,,,For Profit,https://curioinvest.com/,https://twitter.com/InvestCurio,https://www.facebook.com/Curioinvest/,https://www.linkedin.com/company/curio-capital-ag/,info@curioinvest.com,,4,,"Have you ever dreamed of owning a limited Ferrari, Porsche or Mercedes SLR before they went to auction? Unfortunately, these promising investments remain inaccessible to most of us.  CurioInvest is building the future Fintech infrastructure for tokenizing assets. We are starting with collectible cars. This asset class has outperformed the S&P 500, gold and other indices since 2008. Our mission is to pioneer the adoption of distributed ledger technologies in the automotive sector. CurioInvest reinvents collectible car investments by tokenizing assets, eliminating high capital requirements. This allows more people to invest directly in the most lucrative market without costly middlemen involved.",,,,,,,,,,,,,,"Financial Services, Lending and Investments, Other",1,Valerie Florence Halter,1-10,1,Seed,2018-05-01,500000,CHF,501655,Pre-Seed,500000,CHF,501655,Pre-Seed,500000,CHF,501655,500000,CHF,501655,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"50,009",43,,,,,,,,,,,
Bainox,https://www.crunchbase.com/organization/bainox,"Cryptocurrency, Financial Services, FinTech","Zürich, Zurich, Switzerland",Cryptocurrency Exchange,"48,437",,,Active,2020-10-05,day,,,,,For Profit,https://bainox.com/,https://twitter.com/bainox_ex,https://www.facebook.com/bainox.ex,https://www.linkedin.com/company/bainox/,do.galic@bainox.com,,,,"We are developing an all-in-one trading platform for cryptocurrency owners, traders and investors. We offer a futures, spot trading and staking pool service. Our specially developed BaiChat app serves as a wallet and chat app and enables free and instant transactions. We are a community exchange with cashback. Every BaiToken owner receives a profit share. Bainox thus benefits from strong support from the community, because the bigger bainox gets, the more each individual user earns. The best place to trade cryptocurrencies.",,,,,,,,,,,,,,"Financial Services, Payments, Software",2,"David Galic, Dominik Galic",1-10,1,Seed,2020-12-05,305000,CHF,341832,Angel,305000,CHF,341832,Angel,305000,CHF,341832,305000,CHF,341832,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"50,221",27,,,,,,,,,,,
KOMP-ACT,https://www.crunchbase.com/organization/komp-act,Industrial Automation,"Ecublens, Vaud, Switzerland",KOMP-ACT develops innovative electric motion technology for the industrial automation industry for a carbon-neutral future.,"48,521",,$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://www.komp-act.com/,,,https://www.linkedin.com/company/komp-act-sa/,info@komp-act.com,+41 (0) 21 539 17 90,2,,"KOMP-ACT has developed Modula, an innovative electric actuator solution that is poised to electrify the next generation of the industrial machines in the automation industry for the benefits of the machines builders, end-users and last but not least our environment towards an important reduction of CO2 emissions.",,,,,,,,,,,,,,"Manufacturing, Science and Engineering",3,"Marcel Jufer, Ross Fleming, Salvatore De Benedictis",1-10,12,Seed,2020-10-11,761925,CHF,836787,Grant,259000,CHF,264470,Pre-Seed,359001,CHF,370469,2215471,USD,2215471,"MassChallenge, Venture Kick, Foundation for Technological Innovation (FIT), Horizon 2020, SICTIC",6,8,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"50,307",36,,,20,1,0,Generation; Conversion Or Distribution Of Electric Power,,,,,
e-Potek,https://www.crunchbase.com/organization/e-potek,"Finance, Financial Services, FinTech","Geneva, Geneve, Switzerland",e-Potek is digitalising mortgage financing.,"48,582",,$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://www.e-potek.ch/,,https://www.facebook.com/epotekCH/,https://in.linkedin.com/company/epotek,info@e-potek.ch,+41 22 566 01 10,,,"e-Potek is digitalising mortgage financing. To make the experience of getting a mortgage easier, clearer and quicker, the startup developed an online platform enabling the customer to find the mortgage offers of all the lenders on the market in just a few clicks. e-Potek’s customers are private individuals, as well as brokers and property developers, who use the extensive features of the platform.",,,,,,,,,,,,,,Financial Services,,,11-50,1,Seed,2020-01-29,934000,EUR,1028705,Seed,934000,EUR,1028705,Seed,934000,EUR,1028705,934000,EUR,1028705,Virtual Network SA,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"50,373",42,,,,,,,,,,,
Aero41,https://www.crunchbase.com/organization/aero41,"Agriculture, Drones, Robotics","Aigle, Vaud, Switzerland",Aero41 is developing a drone entirely dedicated to crop protection.,"48,618",,,Active,2019-01-01,year,,,,,For Profit,https://www.aero41.ch/,https://twitter.com/Aero41O,https://www.facebook.com/Aero41/,https://www.linkedin.com/company/aero41/,info@aero41.com,+41 24 466 41 41,,,"Aero41 is developing a drone entirely dedicated to crop protection, a flexible and intelligent platform that will integrate AI and collect data to make crop protection more and more eco-responsible while being effective to ensure the necessary yields.",,,,,,,,,,,,,,"Agriculture and Farming, Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software",,,1-10,3,Seed,2020-12-06,302925,EUR,367154,Grant,355000,EUR,406741,Seed,355000,EUR,406741,876144,USD,876144,Venture Kick,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"50,406",28,,,,,,,,,,,
Ringier Digital Ventures,https://www.crunchbase.com/organization/ringier-digital-ventures,Venture Capital,"Zürich, Zurich, Switzerland",Ringier Digital Ventures is combining the world of venture capital with the opportunities of a well-diversified international media house.,"48,626",,,Active,2015-01-01,year,,,,,For Profit,http://www.ringier.com/en/about-ringier/activities/ventures,https://twitter.com/rd_ventures,https://www.facebook.com/domoringier,,startups@ringierdigital.ch,,4,,Ringier Digital Ventures AG is a venture capital firm and focuses on investments in innovative digital start-ups.,Corporate Venture Capital,"Early Stage Venture, Seed",17,24,7,8,8,,,,,,,"Financial Services, Lending and Investments",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"50,414",11,3,,15,,,,,,,,
Nemis Technologies,https://www.crunchbase.com/organization/nemis-technologies,Biotechnology,"Dubendorf, Zurich, Switzerland",NEMIS Technologies is a biotechnology company which develops diagnostic kits and solutions for accelerated microbiological.,"48,676",,$10M to $50M,Active,2018-01-01,month,,,,,For Profit,https://www.nemistech.com/,,,https://www.linkedin.com/company/nemis-technologies-ag/,info@nemistech.com,+41 44 820 71 52,1,,"NEMIS Technologies is a biotechnology company which develops diagnostic kits and solutions for accelerated microbiological detection in food safety, hospital and clinical applications, and water treatment.",,,,,,,,,,,,,,"Biotechnology, Science and Engineering",3,"Arnaud Muller, Mario Hupfeld, Urs Breitenstein",1-10,2,Early Stage Venture,2020-03-16,3400000,CHF,3588636,Series B,3400000,CHF,3588636,Series B,6400000,CHF,6647585,6400000,CHF,6647585,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"50,466",28,,,,,,,,,,,
Gnubiotics Sciences,https://www.crunchbase.com/organization/gnubiotics-sciences,"Biotechnology, Health Care, Medical","Epalinges, Vaud, Switzerland",Gnubiotics Sciences is a biotechnology company based in Switzerland.,"48,686",,Less than $1M,Active,2016-01-01,year,,,,,For Profit,https://www.gnubiotics.com/,,,https://www.linkedin.com/company/11019053/,info@gnubiotics.com,+41 79 906 92 27 ,1,,"GNUBiotics is developing a compound to reproduce the natural diversity and complexity of unique structures found in breast milk. These structures are beneficial in preventing infections and the onset of diet-induced obesity. It aims at feeding the microbiome.  In response to the rising demand for healthier foods they are developing functional and structural mimics of Human Milk Oligosaccharides, (HMOs) for the consumer health market. Their products reproduce the natural diversity and complexity of HMOs and have been shown to be beneficial in preventing the onset of gut infection and protect against the effect of antibiotic use. ",,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",4,"Bernardo Horta Costa, Jean Philippe Kunz, Richard Laube, Yemi Adesokan",1-10,6,Early Stage Venture,2020-07-29,2600000,CHF,2849087,Series A,2600000,CHF,2849087,Series A,2600000,CHF,2849087,6119644,USD,6119644,"Venture Kick, UBS, EASME - EU Executive Agency for SMEs",2,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"50,480",34,,,,4,4,Medical Or Veterinary Science; Hygiene,"Pharmaceutical, veterinary and sanitary products",,,,
