Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),School Method
GNA Biosolutions,https://www.crunchbase.com/organization/gna-biosolutions,"Biotechnology, Health Care, Health Diagnostics, Medical","Munich, Bayern, Germany",GNA Biosolutions is a private molecular diagnostics company.,"20,184",European Union (EU),$1M to $10M,Active,2010-06-22,day,,,,,For Profit,https://www.gna-bio.com/,https://twitter.com/gnabiosolutions,,https://www.linkedin.com/company/8340031,,4989998207188,1,,"GNA Biosolutions is a molecular technology company based in Martinsried, Germany. Their breakthrough technology, Pulse Controlled Amplification, transforms molecular testing by combining ultrafast nucleic acid amplification with intrinsic sample prep, to enable powerful solutions for the laboratory, on-site applications and the Point of Care. Their  vision is to bring the power of molecular testing, from sample to answer, to everyone, everywhere.",,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",3,"Federico Bursgens, Joachim Stehr, Lars Ullerich",11-50,3,Late Stage Venture,2019-08-06,13500000,USD,13500000,Series C,13500000,USD,13500000,Series C,20006110,USD,20006110,20006110,USD,20006110,"btov Partners, Unternehmertum Venture Capital Partners, Robert Bosch Venture Capital, KfW, SHS Gesellschaft fur Beteiligungsmanagement",1,9,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"20,991",19,,,12,20,14,Biochemistry; Beer; Spirits; Wine; Vinegar; Microbiology; Enzymology; Mutation Or Genetic Engineering,Scientific and electric apparatus and instruments,,,,
Ververica,https://www.crunchbase.com/organization/data-artisans,"Apps, Data Integration, Enterprise Software, Information Technology, Software","Berlin, Berlin, Germany","Ververica provides Ververica Platform, with open source apache flink and application manager, to the enterprise.","20,212",European Union (EU),$1M to $10M,Active,2014-01-01,year,2019-01-07,day,,,For Profit,https://www.ververica.com/,https://twitter.com/VervericaData,,https://www.linkedin.com/company/ververica/,,,4,,"Ververica is the new name of data Artisans, the company founded in 2014 by the original creators of Apache Flink®. Ververica is headquartered in Berlin, Germany. They started data Artisans (now Ververica) because they saw the need for a large-scale data processing technology that is open source and at the same time properly rooted in long-tested principles and architectures from the database and distributed systems fields. From the very beginning, they developed Apache Flink® in the open source, and they witnessed and led Flink’s rapid community growth and industry adoption.  Ververica provides Ververica Platform, with open source Apache Flink and Application Manager, to the enterprise. Ververica Platform enables high-throughput and low-latency solutions for event-driven applications.",,,,,,,,,,,,,,"Apps, Data and Analytics, Information Technology, Software",6,"Aljoscha Krettek, Fabian Hueske, Kostas Tzoumas, Robert Metzger, Stephan Ewen, Ufuk Celebi",11-50,2,M&A,2016-03-30,5500000,EUR,6232817,Series A,5500000,EUR,6232817,Series A,6500000,EUR,7586147,6500000,EUR,7586147,"Intel Capital, btov Partners, TEV Ventures, ECONA AG",2,4,,Was Acquired,Ververica acquired by Alibaba Group,https://www.crunchbase.com/acquisition/alibaba-acquires-data-artisans--521dff5a,Alibaba Group,https://www.crunchbase.com/organization/alibaba,2019-01-07,day,90000000,EUR,103305785,Acquisition,,Private,,,,,,,,,,,,,,10,"21,020",15,,,17,0,0,Computing; Calculating,,,,,
Mapify,https://www.crunchbase.com/organization/mapify,"Adventure Travel, Internet, Marketplace, Travel, Travel Accommodations","Berlin, Berlin, Germany",Mapify is a social marketplace for travel experiences that connects travelers around the world through past and ongoing journeys.,"20,228",European Union (EU),,Active,2017-06-01,month,,,,,For Profit,https://mapify.travel,https://twitter.com/mapifytravel,https://www.facebook.com/mapify.travel,https://www.linkedin.com/company/18133766/,hello@mapify.travel,,3,,"Mapify is a social travel platform where people can visualize, find and plan travel experiences. By developing a website and app which launched in November 2017, the company has attracted users worldwide to share trips and spots in more than 160 countries and has continuously been trending on several country App Stores worldwide. The company has raised $330K from MIT’s Sandbox Innovation Fund and renowned angel investors. Mapify is based in Berlin, Germany.",,,,,,,,,,,,,,"Commerce and Shopping, Internet Services, Travel and Tourism",6,"David Pflugpeil, Magnus Langanke, Patrick Haede, Sebastian Hade, Sebastian Haede, Tobi Schnorpfeil",11-50,2,Seed,2018-10-09,1000000,USD,1000000,Seed,1000000,USD,1000000,Seed,1300000,USD,1300000,1300000,USD,1300000,"LayJax Ventures, Lucas Cranach, MairDumont Ventures, Roland Grenke, Niv Dror",1,7,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"21,036",29,2,"13,299",,0,1,,Scientific and electric apparatus and instruments,,,,
Semasio,https://www.crunchbase.com/organization/semasio,"Advertising, Marketing","Hamburg, Hamburg, Germany",Semasio is a provider of targeting and insight solutions for programmatic advertising.,"20,299",European Union (EU),Less than $1M,Active,2010-11-01,day,,,,,For Profit,http://www.semasio.com,https://twitter.com/SemasioGlobal,,https://www.linkedin.com/company/semasio/,info@semasio.com,,6,,"Semasio was founded in November 2010 by CEO Kasper Skou and CTO Thomas Rask Thomsen. Bringing together Kasper's expertise in online advertising with Thomas' core competence in semantic and statistical analysis, a completely new approach to profiling and targeting was born: Semasio is a provider of targeting and insight solutions for programmatic advertising. Semasio’s product portfolio includes Audience Targeting, Contextual Targeting and Brand Fit Targeting. Using Natural Language Processing, Semasio analyzes content on websites to generate website profiles and user profiles. This enables Semasio’s clients to create and address specific audiences. In addition, online advertising content can be played on selected websites. Specific exclusion and inclusion of keywords ensure that the online advertising content appears on websites in the desired context. The company is based in Hamburg and New York and maintains development centres in Denmark and Portugal. Its client base includes global agency networks, global advertisers as well as independent media and performance agencies.",,,,,,,,,,,,,,"Advertising, Sales and Marketing",2,"Kasper Skou, Thomas Rask Thomsen",11-50,3,Early Stage Venture,2014-03-28,1000000,EUR,1375250,Series B,1000000,EUR,1375250,Series B,3950000,EUR,5171232,3950000,EUR,5171232,"HV Capital, High-Tech Grunderfonds, Project A Ventures, BDMI, Christian Thaler-Wolski",,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"21,111",39,,,21,0,3,,Scientific and technological services,,,,
Bragi,https://www.crunchbase.com/organization/bragi,"Audio, Fitness, Lifestyle, Sports, Wearables, Wireless","München, Bayern, Germany",Bragi delivers applications and services infrastructure on wearables.,"20,307",European Union (EU),$1M to $10M,Active,2013-01-01,year,,,,,For Profit,http://www.bragi.com/,https://twitter.com/hellobragi,https://www.facebook.com/hellobragi,https://www.linkedin.com/company/5397934,,+4989215484210,56,,"With the Bragi Software Suite you can easily equip your bluetooth audio products with advanced natural user interfaces and provide frictionless experiences to your end-users. Our modular Software Suite with embedded AI enables brands and manufacturers to create truly smart audio products efficiently. In 2014, we created the world's first hearable ""The Dash"" and pioneered the transformation of audio consumer electronics. Since then, we strive to make interaction with technology more natural, unobtrusive and frictionless using the power of AI.",,,,,,,,,,,,,,"Community and Lifestyle, Consumer Electronics, Hardware, Media and Entertainment, Mobile, Music and Audio, Sports",1,Nikolaj Hviid,101-250,2,Early Stage Venture,2015-11-03,22000000,USD,22000000,Series A,22000000,USD,22000000,Series A,22000000,USD,22000000,25390551,USD,25390551,LITTLEROCK,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,3,"21,119",44,1,18,21,163,50,Electric Communication Technique,Scientific and electric apparatus and instruments,4114336,USD,4114336,
Barzahlen,https://www.crunchbase.com/organization/barzahlen,"E-Commerce, Payments","Berlin, Berlin, Germany",Barzahlen provides cash-payment infrastructure in the Germany.,"20,455",European Union (EU),$1M to $10M,Active,2011-01-01,year,,,,,For Profit,https://www.barzahlen.de,http://twitter.com/barzahlen,http://www.facebook.com/barzahlen,https://www.linkedin.com/company/barzahlen,info@barzahlen.de,+49 30 - 346 46 16 - 00,,,"Barzahlen is a cash-payment infrastructure in the Germany. More than 16,000 retail partner stores provide the basis for their customers’ basic banking needs such as bill payments as well as cash withdrawals and deposits from their own bank account. Their vision is to replace the classic bank branch and, together with their retail partners, become the place where everyone can manage his or her most basic banking needs. Their vision is to replace the classic bank branch and, together with our retail partners, become the place where everyone can manage his or her most basic banking needs.",,,,,,,,,,,,,,"Commerce and Shopping, Financial Services, Payments",3,"Achim Bonsch, Florian Swoboda, Sebastian Seifert",11-50,5,,2016-01-05,5368000,EUR,5771869,Venture - Series Unknown,5368000,EUR,5771869,Venture - Series Unknown,5368000,EUR,5771869,5368000,EUR,5771869,"Berlin Technologie Holding, Saarbruecker 21, Martin Sinner, Christian Gaiser, Rewe Group",1,10,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,2,"21,273",56,,,16,0,6,,Insurance; financial affairs,,,,
Artisense Corporation,https://www.crunchbase.com/organization/artisense-corporation,"Artificial Intelligence, Automotive, Autonomous Vehicles, Computer Vision, Geospatial, Indoor Positioning, Location Based Services, Mapping Services, Navigation, Robotics","Munich, Bayern, Germany","Artisense provides a globally leading 3D-vision technology, enabling vehicles, robots and UAVs navigate effectively in any space without GPS","20,456",European Union (EU),Less than $1M,Active,2016-01-01,year,,,,,For Profit,https://www.artisense.ai,,,https://www.linkedin.com/company-beta/7950382/,contact@artisense.ai,,,,"Artisense is a frontier-tech company that provides globally leading computer vision and artificial intelligence technology and data, which enable highly-scalable cost-effective Visual Inertial Positioning Systems (VINS) for GNSS-independent autonomous navigation.",,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Hardware, Internet Services, Navigation and Mapping, Science and Engineering, Software, Transportation",1,Andrej Kulikov,11-50,2,Seed,2018-04-16,4100000,EUR,5077405,Seed,4100000,EUR,5077405,Seed,5327405,USD,5327405,5327405,USD,5327405,"Project A Ventures, Chris Hitchen, Vito Ventures",,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"21,272",13,,,14,2,3,Computing; Calculating,Scientific and electric apparatus and instruments,,,,
Sunvigo,https://www.crunchbase.com/organization/sunvigo,"Renewable Energy, Solar","Cologne, Nordrhein-Westfalen, Germany",Sunvigo provides you with cheap solar power from your roof and real green power from the grid.,"20,526",European Union (EU),,Active,2020-01-01,year,,,,,,https://www.sunvigo.de/,,https://www.facebook.com/sunvigo.energy,https://www.linkedin.com/company/sunvigo/,,,,,Sunvigo provides you with cheap solar power from your roof and real green power from the grid.,,,,,,,,,,,,,,"Energy, Natural Resources, Sustainability",,,1-10,2,Seed,2021-01-26,,,,Seed,,,,Seed,500000,EUR,590647,500000,EUR,590647,"High-Tech Grunderfonds, Übermorgen Ventures, Ecosummit, Arndt Neuhaus",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"21,347",43,,,,,,,,,,,
Opinary,https://www.crunchbase.com/organization/opinary,"Information Services, Information Technology, Marketing","Berlin, Berlin, Germany",Opinary is a startup that established a new way for users to share their opinion in online content.,"20,529",European Union (EU),Less than $1M,Active,2014-01-01,year,,,,,For Profit,http://www.opinary.com/,https://twitter.com/opinary,https://www.facebook.com/Opinary/,https://www.linkedin.com/company/pressekompass-net,info@opinary.com,+493044033526,2,,"Opinary is a Berlin-based startup that established a new way for users to share their opinion in online content. Their technology helps 84 million monthly users to share their view with a tap and understand opinion trends at a glance. Publishing partners – including global leaders like The Times, HuffPost, NBC etc., use Opinary to engage and monetize their audiences, while global brands like Toyota or Mastercard boost attention, create conversions and generate insights.",,,,,,,,,,,,,,"Information Technology, Sales and Marketing",3,"Cornelius Frey, Max Meran, Pia Frey",101-250,2,,2018-01-24,3000000,EUR,3717817,Venture - Series Unknown,3000000,EUR,3717817,Venture - Series Unknown,4000000,EUR,4856806,4000000,EUR,4856806,"Global Founders Capital, Project A Ventures, Saarbruecker 21, Monkfish Equity, Motu Ventures",1,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,5,"21,351",52,,,19,0,1,,Scientific and electric apparatus and instruments,559616,USD,559616,
Synapticon,https://www.crunchbase.com/organization/synapticon,"Embedded Systems, Hardware, Industrial Automation, Robotics, Software","Schönaich, Baden-Wurttemberg, Germany",Synapticon is hacking the physics and economies of motion control with digital technology,"20,533",European Union (EU),Less than $1M,Active,2012-01-01,year,,,,,For Profit,http://www.synapticon.com,http://twitter.com/synapticon_co,http://www.facebook.com/Synapticon,https://www.linkedin.com/company/synapticon-gmbh,info@synapticon.com,+49 7031 30 478 0,13,,"Synapticon is reshaping the world of motion control for robotics and machinery at the point of motion. The company introduces an entirely new approach to motion axes by integrating formerly discrete components, such as motors, drives, sensors and gearboxes into seamless units and digitalizing performance and quality factors that are so far dependent on costly mechanical manufacturing. Innovation leaders in robotics, automation and machinery around the world choose to work with Synapticon to path their way into the future of intelligent, motion control-related systems.",,,,,,,,,,,,,,"Hardware, Manufacturing, Science and Engineering, Software",3,"Andrija Feher, Martin Schwarz, Nikolai Ensslen",101-250,3,,2019-01-10,11500000,USD,11500000,Venture - Series Unknown,11500000,USD,11500000,Venture - Series Unknown,21500000,USD,21500000,21500000,USD,21500000,"High-Tech Grunderfonds, SE Ventures, MBG Baden Wuerttemberg, 7 Industries, blueworld.group",3,7,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,6,"21,355",75,,,23,0,3,,Scientific and electric apparatus and instruments,,,,
debtify,https://www.crunchbase.com/organization/debtify,"Debt Collections, Developer APIs, FinTech","Frankfurt, Hessen, Germany","Fintech, Ecosystem, API, debt collection, NPL non performing loan","20,576",European Union (EU),,Active,2019-03-01,day,,,,,For Profit,https://www.debtify.com,,,https://www.linkedin.com/company/debtify/,info@debtify.com,+49-40-22863471-0,1,,"debtify provides an API and APP driven dynamic ecosystem all around non-performing-loans. Based on the ideas and experiences created and discussed from NPL industry experts on our NPL Professional Network (https://www.debtify.com/npl-professional-network) we open up opportunities to Banks, Servicer and App-Developers to turn their ideas into reality on our multi-sided platform www.debtify.com.",,,,,,,,,,,,,,"Administrative Services, Financial Services, Software",2,"Jörg Olbing, Michael Weinreich",11-50,2,Seed,2021-02-01,250000,EUR,301697,Pre-Seed,250000,EUR,301697,Pre-Seed,400000,EUR,469773,400000,EUR,469773,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"21,398",15,,,,,,,,,,,
MagForce,https://www.crunchbase.com/organization/magforce,"Health Care, Medical Device, Nanotechnology","Berlin, Berlin, Germany","MagForce AG, a medical device company, operates in the field of nanotechnology-based cancer treatment in Germany","20,621",European Union (EU),Less than $1M,Active,1997-01-01,year,2011-01-14,day,,,For Profit,https://www.magforce.com/home/,https://twitter.com/MagForce_AG?lang=en,,http://www.linkedin.com/company/magforce-ag,,+49 30 3083800,10,,"MagForce AG, a medical device company, operates in the field of nanotechnology-based cancer treatment in Germany. The company offers NanoTherm therapy that treats solid tumors through the intratumoral generation of heat by activating superparamagnetic nanoparticles. It also provides NanoTherm, a ferrofluid liquid containing superparamagnetic iron oxide nanopracticles that is activated in an alternating magnetic field; NanoPlan, a treatment planning software; and NanoActivator, a magnetic field applicator for therapy. The company was founded in 1997 and is headquartered in Berlin, Germany.",,,,,,,,,,,,,,"Health Care, Science and Engineering",,,11-50,3,IPO,2020-12-15,4660000,EUR,5664014,Post-IPO Equity,4660000,EUR,5664014,Post-IPO Equity,20664014,USD,20664014,20664014,USD,20664014,"Mithril Capital Management, Heliad Equity Partners, Apeiron Investment Group, Ben J. Lipps",4,4,,,,,,,,,,,,,,Public,2011-01-14,,,,,,,,,MF6,https://www.crunchbase.com/ipo/magforce-ipo--0822be39,FRA - Frankfurt Stock Exchange,,,"21,446",3,,,14,17,16,Medical Or Veterinary Science; Hygiene,"Pharmaceutical, veterinary and sanitary products",,,,
Flip,https://www.crunchbase.com/organization/flip-77d5,"Apps, Information Services, Mobile Apps, Software","Stuttgart, Baden-Wurttemberg, Germany",Flip is the employee app that connects all employees from firstline to desktop and enables the distribution of top-down information.,"20,624",European Union (EU),,Active,2018-01-01,year,,,,,For Profit,https://flipapp.de,https://twitter.com/flipappde,https://www.facebook.com/flipappde,https://www.linkedin.com/company/flipappde,contact@flipapp.de,+49 711 18 42 65 99,27,,"Flip is the employee app empowering all employees from firstline to desktop. It does so by combining top-down and bottom-up communication tools such as newsfeed and chat with intuitive integrations in the existing corporate HR and IT landscape.  Flip empowers employers by enabling them to reach all employees at the same time with just two clicks. The company was founded in 2018 and is based in Stuttgart, Germany.",,,,,,,,,,,,,,"Apps, Information Technology, Mobile, Software",2,"Benedikt Ilg, Giacomo Kenner",11-50,1,Seed,2020-01-13,4000000,USD,4000000,Seed,4000000,USD,4000000,Seed,4000000,USD,4000000,4000000,USD,4000000,"Plug and Play, Cavalry Ventures, LEA Partners",,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"21,448",18,,,,0,1,,Scientific and electric apparatus and instruments,,,,
Springlane,https://www.crunchbase.com/organization/springlane-gmbh,"E-Commerce, Food and Beverage, Retail, Venture Capital","Düsseldorf, Nordrhein-Westfalen, Germany",Springlane is a food content website that develops and markets products under four differentiated brands.,"20,666",European Union (EU),$10M to $50M,Active,2012-09-01,day,,,,,For Profit,http://www.springlane.de,https://twitter.com/springlane_de,http://www.facebook.com/springlane.de,https://www.linkedin.com/company/springlane-gmbh,marius.fritzsche@springlane.de,+08002707027,5,,"Springlane fuels people‘s passion for cooking. Started as a shopping club for cooking enthusiasts, Springlane quickly became the leading online retailer in its vertical in Germany, offering more than 15 thousand products from 750 premium brands. The combination of a state-of-the-art business intelligence technology and a unique content-driven e-commerce approach for customer acquisition and retention set the fundament to build integrated consumer brands, which became the company’s strategic focus in 2018. Today, Springlane ranks among the most influential food content websites in Europe and develops and markets products under four differentiated brands with sales in Germany, Austria, UK, France, Italy, and Spain.",,,,,,,,,,,,,,"Commerce and Shopping, Financial Services, Food and Beverage, Lending and Investments",2,"Lars Christian Wilde, Marius Till Fritzsche",51-100,3,Late Stage Venture,2019-08-13,10000000,EUR,11176531,Series C,10000000,EUR,11176531,Series C,10000000,EUR,11176531,10000000,EUR,11176531,"HV Capital, Heliad Equity Partners, Apeiron Investment Group, TEV Ventures, Ithaca Investments",3,8,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"21,492",37,,,23,0,0,,Hand tools and implements,,USD,,
Stylight,https://www.crunchbase.com/organization/stylight,"Beauty, E-Commerce, Fashion, Lifestyle","Munich, Bayern, Germany",Stylight is an online platform for the fashion and lifestyle industry worldwide.,"20,765",European Union (EU),$10M to $50M,Active,2008-11-01,month,2016-05-19,day,,,For Profit,http://www.stylight.com,http://twitter.com/stylight,http://www.facebook.com/STYLIGHT,https://www.linkedin.com/company/stylight,info@stylight.com,+49 89 1222 895 - 0,12,,"Founded in 2008, Stylight is the leading aggregation platform for the fashion and lifestyle industry worldwide. They help online shoppers worldwide search more than 1,250 online shops at once, compare prices of more than 27 million products, get inspired and find all the best deals. They are not an online shop, and they don't sell products.  They are an inspiration and aggregation platform that allows shoppers to price compare products and proceed with their order with one easy click. More than a search engine, the Stylight online magazine offers the best in beauty, fashion, and home & living inspiration. If you have questions concerning an order, please contact the respective online shop directly.",,,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Consumer Goods, Design",4,"Anselm Bauer, Benjamin Guenther, Max-Josef Meier, Sebastian Schuon",101-250,4,M&A,2014-11-13,1700000,USD,1700000,Venture - Series Unknown,1700000,USD,1700000,Venture - Series Unknown,1700000,USD,1700000,1700000,USD,1700000,"HV Capital, TEV Ventures, SevenVentures",,3,,Was Acquired,Stylight acquired by ProSiebenSat.1 Media SE,https://www.crunchbase.com/acquisition/prosiebensat1-acquires-stylight--12a8cefa,ProSiebenSat.1 Media SE,https://www.crunchbase.com/organization/prosiebensat1,2016-05-19,day,80000000,EUR,89622900,Acquisition,,Private,,,,,,,,,,,,,,1,"21,597",53,3,"10,619",31,0,7,,Clothing; footwear; headgear,,,,
BIO-LUTIONS,https://www.crunchbase.com/organization/bio-lutions,"Advanced Materials, GreenTech, Industrial, Packaging Services, Sustainability","Hamburg, Hamburg, Germany",BIO-LUTIONS offers sustainable packaging and disposable tableware solutions made of agricultural residues.,"20,776",European Union (EU),Less than $1M,Active,2017-01-01,year,,,,,For Profit,http://www.bio-lutions.com/,https://twitter.com/BIO_LUTIONS,https://www.facebook.com/Bio-Lutions-Intl-AG-1346971068756223/,https://www.linkedin.com/company/bio-lutions-international-ag/,info@bio-lutions.com,+49 40 303 77 640 ,8,,"Bringing together nature itself and their innovative mechanical processes, they produce ecologically sustainable packaging materials and disposable tableware. By accessing the agricultural residues that are available in the region they shorten transport routes and ensure local value creation. The purpose of BIO-LUTIONS is to end the excessive use of petroleum based plastic and cellulose based paper in modern societies. Their game changer products are innovative, sustainable and the most ecological alternative to conventional materials on the market today. The local production makes their customers and us independent from the stock market prices for petroleum and cellulose, third party suppliers, and international transport.",,,,,,,,,,,,,,"Administrative Services, Manufacturing, Science and Engineering, Sustainability",3,"Eduardo Gordillo, Olaf Oldigs, Stefan Dircks",11-50,3,Early Stage Venture,2019-05-16,8300000,EUR,9273753,Series A,8300000,EUR,9273753,Series A,10000000,EUR,11209814,10000000,EUR,11209814,"Delivery Hero, KFW DEG",,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,2,"21,611",3,,,,0,6,,"Paper, cardboard and goods made from these materials",,,,
Auctionata,https://www.crunchbase.com/organization/auctionata,"Auctions, E-Commerce, Internet","Berlin, Berlin, Germany",Auctionata is an online auction platform for art and luxury collectibles and the inventor of the livestream auction.,"20,778",European Union (EU),,Closed,2012-01-01,year,2017-01-27,day,2017-02-28,day,For Profit,https://auctionata.com,http://twitter.com/auctionata,http://www.facebook.com/auctionata,http://www.linkedin.com/company/auctionata-ag,info@auctionata.com,(855)275-2242,192,,"Auctionata | Paddle8 is an online auction platform specializing in art and luxury collectibles.  As of February 29, 2017, Auctionata has announced it has ceased operations, declaring insolvency. The company had offices in Berlin, New York, London, Los Angeles, Rome, Zurich, and Madrid. Following the conclusion of its preliminary insolvency proceedings on February 28, 2017, Auctionata Paddle8 AG ceased its German operations. The subsidiaries Paddle8 in the US and Value-my-Stuff in the UK were sold and continue to operate.",,,,,,,,,,,,,,"Commerce and Shopping, Internet Services",4,"Alexander Gilkes, Alexander Zacke, Georg Untersalmberger, Susanne Zacke",251-500,5,M&A,2016-03-23,,,,Secondary Market,42000000,EUR,45478071,Series C,98678071,USD,98678071,98678071,USD,98678071,"Earlybird Venture Capital, HV Capital, e.ventures, TA Ventures, Kreos Capital",2,15,2,"Made Acquisitions, Was Acquired",Auctionata acquired by Historia - Auction House,https://www.crunchbase.com/acquisition/historia-auction-house-acquires-auctionata--62c4fc08,Historia - Auction House,https://www.crunchbase.com/organization/historia-auction-house,2017-01-27,day,,,,Acquisition,,Private,,,,,,,,,,,,,,3,"21,610",5,,,28,0,2,,Advertising; business,,,,
GymBeam,https://www.crunchbase.com/organization/gymbeam-s-r-o,"E-Commerce, Fitness, Food and Beverage, Nutrition","Gartenfeld, Berlin, Germany",GymBeam is a manufacturer of products consisting of sport nutrition and functional food.,"20,799",European Union (EU),$1M to $10M,Active,2014-05-01,day,,,,,For Profit,https://www.gymbeam.com,https://twitter.com/GymBeamTeam,https://www.facebook.com/GymBeamSk/,https://www.linkedin.com/company/gym-beam/,,+4932 211 122 055,2,,"GymBeam is one of the fastest growing fitness brand in Europe (220% YoY) and the biggest fitness B2C eCommerce in CEE (GMV 40mio€+ and 4,2mio+ customers). We are manufacturer of more than 500 products of sport nutrition and functional food with 6 own brands and over 120 brands that are reselled. We have headquarter in Germany and logistics and operations center in Slovakia. Gymbeam has currently over 160 employees and rapidly growing during these months. We are expanding, especially for roles in Marketing, Logistics as well as IT and Data science. As innovator leader we are also very keen in hiring specialist on warehouse automation and robotics as we are currently transforming our warehouse premises on one of the most robotic and automated in the region. Our company values are all based around our customer and our employees.",,,,,,,,,,,,,,"Commerce and Shopping, Food and Beverage, Health Care, Sports",2,"Dalibor Cicman, Oliver Juhasz",251-500,1,Early Stage Venture,2020-05-27,6000000,EUR,6609895,Series A,6000000,EUR,6609895,Series A,6000000,EUR,6609895,6000000,EUR,6609895,Crowdberry,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"21,632",16,,,17,,,,,,,,
Enfore,https://www.crunchbase.com/organization/numberfour,"Enterprise Resource Planning (ERP), Enterprise Software, PaaS, Payments, SaaS, Small and Medium Businesses, Software","Berlin, Berlin, Germany","Enfore is a business platform paired with a collection of versatile apps for smartphones, tablets and personal computers.","20,801",European Union (EU),$1M to $10M,Active,2009-01-01,year,,,,,For Profit,https://www.enfore.com,https://twitter.com/enfore,https://www.facebook.com/enforeAG,https://www.linkedin.com/company/numberfour-ag,info@numberfour.eu,+49 30 40505411,13,,"EnFour is a business platform paired with a collection of versatile, easy to use apps that run on smartphones, tablets and personal computers. It was founded in 2009 by Marco Boerries. Enfour's solution creates a level playing field by giving small businesses instant access to the tools, capabilities insights normally only available to larger companies. Their goal is to provide the majority of small businesses around the world with similar efficiencies and scale effects to those that large enterprises possess.  They founded enfore to re-imagine how these businesses utilize technology and to enable them to stay competitive in a connected world. By combining innovative hardware, powerful and easy to use software as well as comprehensive services, enfore delivers an amazing solution to connect all business aspects.",,,,,,,,,,,,,,"Financial Services, Other, Payments, Software",1,Marco Boerries,101-250,1,Early Stage Venture,2013-06-27,38000000,USD,38000000,Series A,38000000,USD,38000000,Series A,38000000,USD,38000000,38000000,USD,38000000,"Index Ventures, Lakestar, AME Cloud Ventures, Allen & Company LLC, Mosaic",1,8,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,2,"21,634",34,,,10,0,1,,Scientific and electric apparatus and instruments,,,,
